n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
1510,1514,seed=1524 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,542,1353,1510,542,542,2.7859778597785976,10,2.0,1,38,0.199827,0.0155,0.001825,0.003415,0.179087
1501,1514,seed=1525 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,540,1331,1501,540,540,2.7796296296296297,11,2.0,1,28,0.173684,0.014352,0.00179,0.003269,0.154273
1494,1514,seed=1526 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,533,1338,1494,533,533,2.803001876172608,12,2,1,33,0.211982,0.01547,0.001788,0.003473,0.191251
1476,1514,seed=1527 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,512,1293,1476,512,512,2.8828125,11,2.0,1,26,0.16048,0.012797,0.001694,0.002933,0.143056
1509,1514,seed=1528 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,545,1349,1509,545,545,2.768807339449541,10,2,1,34,0.218171,0.015616,0.001833,0.003588,0.197134
1511,1514,seed=1529 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,555,1374,1511,555,555,2.7225225225225227,12,2,1,31,0.289214,0.018411,0.002013,0.008537,0.260253
1513,1514,seed=1530 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,547,1367,1513,547,547,2.76599634369287,11,2,1,30,0.196435,0.014403,0.001857,0.003407,0.176768
1511,1514,seed=1531 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,545,1354,1511,545,545,2.7724770642201837,12,2,1,27,0.191008,0.014877,0.001822,0.003406,0.170903
1510,1514,seed=1532 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,531,1337,1510,531,531,2.8436911487758945,14,2,1,37,0.222715,0.01733,0.001871,0.003549,0.199965
1513,1514,seed=1533 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,546,1356,1513,546,546,2.771062271062271,11,2.0,1,31,0.229133,0.015096,0.001838,0.003531,0.208668
1505,1514,seed=1534 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,555,1369,1505,555,555,2.7117117117117115,10,2,1,24,0.223741,0.015093,0.001893,0.00337,0.203385
