n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
165875,221390,seed=221400 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,123676,255331,165875,123676,123676,1.3412060545295772,85,1.0,1,67,248.387953,12.267688,0.305069,0.903336,234.91186
167609,221390,seed=221401 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,125490,259014,167609,125490,125490,1.3356363056817275,98,1.0,1,49,256.700832,14.81733,0.315361,0.9397,240.628441
159743,221390,seed=221402 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,117991,243951,159743,117991,117991,1.3538574976057496,99,1,1,50,192.816659,9.332467,0.321753,0.830974,182.331465
161963,221390,seed=221403 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,119784,247764,161963,119784,119784,1.3521254925532626,84,1.0,1,49,215.797326,12.919813,0.33504,0.845507,201.696966
146375,221390,seed=221404 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,106392,220732,146375,106392,106392,1.3758083314534928,79,1.0,1,46,189.224556,6.266842,0.275573,0.728943,181.953198
163114,221390,seed=221405 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,121245,250463,163114,121245,121245,1.3453255804363067,102,1,1,50,213.004477,9.81667,0.324737,0.909305,201.953765
142821,221390,seed=221406 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,103317,214417,142821,103317,103317,1.382357211301141,87,1,1,51,188.260031,5.222203,0.254161,0.715226,182.068441
166688,221390,seed=221407 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,123855,255882,166688,123855,123855,1.3458318194663115,90,1,1,52,252.106375,13.603429,0.323719,0.910937,237.26829
152382,221390,seed=221408 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,111754,231439,152382,111754,111754,1.363548508330798,92,1.0,1,46,190.776936,7.462805,0.297132,0.773301,182.243698
147764,221390,seed=221409 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,107690,223292,147764,107690,107690,1.3721236883647507,79,1.0,1,46,190.753742,7.624253,0.279824,0.750457,182.099208
145329,221390,seed=221410 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,105610,219128,145329,105610,105610,1.376091279234921,98,1.0,1,49,221.33415,6.004682,0.255048,0.731993,214.342427
