n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
20308,20877,seed=20887 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6750,17221,20308,6750,6750,3.0085925925925925,16,2.0,1,36,2.481045,0.228231,0.0255,0.057831,2.169483
20629,20877,seed=20888 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6853,17464,20629,6853,6853,3.010214504596527,15,2,1,40,2.494971,0.233281,0.027228,0.059095,2.175367
20683,20877,seed=20889 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6906,17539,20683,6906,6906,2.994931943237764,17,2.0,1,53,6.380007,0.301679,0.028121,0.060353,5.989854
20249,20877,seed=20890 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6747,17191,20249,6747,6747,3.001185712168371,17,2,1,37,2.324166,0.226524,0.025345,0.057621,2.014676
20316,20877,seed=20891 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6812,17299,20316,6812,6812,2.982384028185555,16,2.0,1,38,2.026186,0.217127,0.02502,0.047764,1.736275
20277,20877,seed=20892 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6734,17187,20277,6734,6734,3.011137511137511,14,2.0,1,31,2.133683,0.221402,0.025373,0.055354,1.831554
20699,20877,seed=20893 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6919,17623,20699,6919,6919,2.991617285734933,18,2,1,54,3.327394,0.246412,0.026997,0.063788,2.990197
20412,20877,seed=20894 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6791,17294,20412,6791,6791,3.005742895008099,16,2,1,48,2.905439,0.239922,0.027049,0.05381,2.584658
20634,20877,seed=20895 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6833,17436,20634,6833,6833,3.0197570613200644,15,2,1,40,2.465056,0.231683,0.026117,0.059938,2.147318
20536,20877,seed=20896 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6788,17359,20536,6788,6788,3.025338833235121,16,2.0,1,41,2.686618,0.239927,0.028876,0.052515,2.3653
20649,20877,seed=20897 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,6798,17384,20649,6798,6798,3.037511032656664,15,2.0,1,39,2.465796,0.233367,0.026959,0.05994,2.14553
