n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
58244,59627,seed=59637 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25748,60341,58244,25748,25748,2.262078608047227,34,2.0,1,60,66.529762,1.369832,0.088541,0.242539,64.82885
58015,59627,seed=59638 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25554,59965,58015,25554,25554,2.2702903655005087,22,2.0,1,59,40.258423,1.231234,0.087345,0.226322,38.713522
58221,59627,seed=59639 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25538,59954,58221,25538,25538,2.2797791526352884,32,2.0,1,48,49.201715,1.323187,0.095379,0.236891,47.546258
58266,59627,seed=59640 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25834,60546,58266,25834,25834,2.2553998606487573,34,2.0,1,56,64.998166,1.437473,0.093028,0.242831,63.224834
58488,59627,seed=59641 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25912,60665,58488,25912,25912,2.2571781414016674,26,2.0,1,53,58.963672,1.514748,0.094604,0.245473,57.108847
58328,59627,seed=59642 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25821,60445,58328,25821,25821,2.2589365245342936,29,2,1,57,47.137219,1.454566,0.090258,0.236758,45.355637
58376,59627,seed=59643 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25831,60540,58376,25831,25831,2.2599202508613683,34,2,1,63,63.435465,1.469651,0.094917,0.244695,61.626202
58003,59627,seed=59644 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25531,59858,58003,25531,25531,2.271865575183111,24,2,1,65,28.344962,1.216336,0.086831,0.222562,26.819233
58064,59627,seed=59645 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25608,59977,58064,25608,25608,2.267416432364886,26,2.0,1,58,35.570682,1.259279,0.089039,0.230266,33.992098
58309,59627,seed=59646 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25721,60319,58309,25721,25721,2.26698028848023,29,2,1,51,84.011045,1.488303,0.094622,0.238811,82.189309
58043,59627,seed=59647 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25629,60110,58043,25629,25629,2.264739162667291,30,2,1,70,31.22771,1.29552,0.090092,0.229763,29.612335
