n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
106154,131000,seed=131010 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,80129,165037,106154,80129,80129,1.3247887780953214,65,1,1,82,193.238885,10.921374,0.192499,0.575683,181.549329
89877,131000,seed=131011 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,65800,136224,89877,65800,65800,1.3659118541033435,57,1.0,1,75,187.465755,5.646515,0.153076,0.440644,181.22552
80927,131000,seed=131012 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,58268,121001,80927,58268,58268,1.3888755406054782,48,1.0,1,70,160.670969,2.760502,0.135562,0.382875,157.39203
84625,131000,seed=131013 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,61344,127157,84625,61344,61344,1.379515519040167,55,1.0,1,75,185.731135,4.093362,0.141461,0.40684,181.089472
87531,131000,seed=131014 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,63923,132420,87531,63923,63923,1.3693193373277224,59,1,1,81,194.453463,4.22811,0.145221,0.423611,189.656521
116029,131000,seed=131015 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,89555,183830,116029,89555,89555,1.2956172184690973,62,1,1,75,195.333027,12.724237,0.217074,0.584889,181.806827
81744,131000,seed=131016 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,58734,121990,81744,58734,58734,1.3917662682602923,54,1.0,1,76,151.605505,4.615823,0.13492,0.395143,146.459619
96810,131000,seed=131017 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,72044,148742,96810,72044,72044,1.3437621453556161,57,1.0,1,75,189.43342,7.472456,0.172365,0.483325,181.305274
90959,131000,seed=131018 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,66666,137959,90959,66666,66666,1.36439864398644,67,1.0,1,69,186.898209,5.036263,0.158848,0.464128,181.23897
81224,131000,seed=131019 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,58288,121069,81224,58288,58288,1.3934943727696953,53,1.0,1,99,138.351924,3.391951,0.132506,0.383096,134.444371
93293,131000,seed=131020 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,68412,141556,93293,68412,68412,1.3636935040636147,55,1.0,1,79,188.029095,6.14343,0.158643,0.463341,181.263681
