n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
218139,221390,seed=221400 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74266,188033,218139,74266,74266,2.937266043680823,16,2.0,1,61,85.484495,9.274004,0.337002,0.773131,75.100358
218536,221390,seed=221401 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74673,188845,218536,74673,74673,2.926573192452426,18,2,1,76,89.582444,9.483954,0.337942,0.831587,78.928961
218534,221390,seed=221402 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74563,188644,218534,74563,74563,2.930863833268511,18,2,1,57,79.495849,9.17819,0.360471,0.815992,69.141196
218571,221390,seed=221403 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74511,188597,218571,74511,74511,2.933405805854169,17,2,1,57,83.271141,9.336674,0.335914,0.758694,72.839859
217887,221390,seed=221404 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74332,188150,217887,74332,74332,2.9312678254318465,16,2.0,1,56,71.107971,9.109441,0.335292,0.746237,60.917001
218950,221390,seed=221405 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74653,189004,218950,74653,74653,2.9329028974053286,20,2,1,78,85.092176,9.270267,0.349107,0.825883,74.646919
217805,221390,seed=221406 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74218,187926,217805,74218,74218,2.9346654450402867,15,2.0,1,60,68.924309,9.171394,0.336803,0.748091,58.668021
218977,221390,seed=221407 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74585,188931,218977,74585,74585,2.9359388617014144,16,2,1,60,88.180063,9.406251,0.344792,0.767105,77.661915
218599,221390,seed=221408 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74609,188848,218599,74609,74609,2.9299280247691297,16,2,1,60,78.791935,9.187519,0.333712,0.763914,68.50679
218880,221390,seed=221409 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74547,188659,218880,74547,74547,2.936134250875287,17,2,1,52,73.203203,9.160566,0.341789,0.751402,62.949446
218746,221390,seed=221410 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,74483,188550,218746,74483,74483,2.9368580749969793,16,2,1,62,70.411907,9.203182,0.338453,0.761244,60.109028
