n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
68909,100769,seed=100779 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,50567,104658,68909,50567,50567,1.3627266794549806,51,1,1,74,184.430333,3.168466,0.11379,0.336368,180.811709
70893,100769,seed=100780 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,52158,107844,70893,52158,52158,1.359197055101806,55,1.0,1,62,196.047781,3.874345,0.126315,0.351115,191.696006
70108,100769,seed=100781 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,51451,106516,70108,51451,51451,1.362616858758819,51,1,1,62,184.088194,2.72716,0.125837,0.344857,180.89034
68635,100769,seed=100782 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,50118,103776,68635,50118,50118,1.3694680553892813,55,1.0,1,67,184.206797,2.931801,0.119568,0.338963,180.816465
64474,100769,seed=100783 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,46516,96528,64474,46516,46516,1.3860607102932325,48,1.0,1,78,130.749791,1.841521,0.110342,0.308175,128.489753
78267,100769,seed=100784 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,58637,120876,78267,58637,58637,1.334771560618722,51,1,1,77,185.765011,4.110273,0.141328,0.397663,181.115747
72413,100769,seed=100785 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,53717,110933,72413,53717,53717,1.3480462423441368,49,1,1,63,184.439509,3.066017,0.12833,0.354776,180.890386
63767,100769,seed=100786 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,45938,95365,63767,45938,45938,1.388110061387087,53,1.0,1,72,129.963158,1.91601,0.108164,0.303758,127.635226
65276,100769,seed=100787 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,47399,98248,65276,47399,47399,1.3771598556931581,51,1,1,72,128.95687,2.38177,0.116098,0.317287,126.141715
69492,100769,seed=100788 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,51040,105574,69492,51040,51040,1.3615203761755486,56,1.0,1,64,184.02377,2.675016,0.117632,0.342663,180.888459
70747,100769,seed=100789 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,51798,107220,70747,51798,51798,1.3658249353256882,62,1.0,1,74,184.802547,3.372272,0.124688,0.351204,180.954383
