n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
1899,1969,seed=1979 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,837,1971,1899,837,837,2.2688172043010755,12,2,1,20,0.216044,0.013321,0.002389,0.004224,0.19611
1903,1969,seed=1980 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,852,1987,1903,852,852,2.233568075117371,14,2.0,1,23,0.239771,0.014051,0.002417,0.004331,0.218972
1934,1969,seed=1981 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,843,1988,1934,843,843,2.2941874258600237,17,2,1,24,0.330883,0.018298,0.002655,0.009912,0.300018
1925,1969,seed=1982 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,857,2006,1925,857,857,2.2462077012835473,16,2,1,26,0.291118,0.015587,0.002406,0.009518,0.263607
1928,1969,seed=1983 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,839,1979,1928,839,839,2.297973778307509,14,2,1,26,0.243513,0.014995,0.002413,0.009229,0.216876
1929,1969,seed=1984 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,843,1979,1929,843,843,2.288256227758007,18,2,1,26,0.400897,0.017561,0.002528,0.009588,0.37122
1926,1969,seed=1985 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,856,2010,1926,856,856,2.25,16,2.0,1,27,0.330496,0.017855,0.002682,0.009781,0.300178
1916,1969,seed=1986 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,840,1958,1916,840,840,2.280952380952381,15,2.0,1,32,0.303542,0.017336,0.00259,0.009691,0.273925
1887,1969,seed=1987 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,810,1910,1887,810,810,2.3296296296296295,14,2.0,1,31,0.205023,0.01387,0.002321,0.004036,0.184796
1925,1969,seed=1988 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,837,1968,1925,837,837,2.2998805256869774,16,2,1,32,0.286882,0.015386,0.002441,0.009629,0.259426
1948,1969,seed=1989 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,849,1997,1948,849,849,2.294464075382803,13,2,1,26,0.303709,0.01759,0.002525,0.009495,0.274099
