n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
620787,632311,seed=632321 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206692,526538,620787,206692,206692,3.003439900915372,21,2.0,1,74,249.003964,56.958232,1.114995,2.663305,188.267432
620045,632311,seed=632322 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206573,526041,620045,206573,206573,3.0015781346061683,18,2,1,71,246.310525,57.509404,1.115149,2.316695,185.369277
617427,632311,seed=632323 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,205675,523653,617427,205675,205675,3.0019545399295002,18,2,1,57,245.299166,56.667577,1.121198,2.243763,185.266628
621211,632311,seed=632324 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207512,527909,621211,207512,207512,2.9936148270943366,18,2.0,1,59,247.318516,57.77755,1.135264,2.730966,185.674736
619169,632311,seed=632325 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206265,525160,619169,206265,206265,3.001813201464136,18,2,1,57,245.916332,56.565308,1.092496,2.693145,185.565383
621292,632311,seed=632326 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207264,527585,621292,207264,207264,2.997587617724255,18,2.0,1,64,246.661848,57.634425,1.115368,2.645374,185.266681
619082,632311,seed=632327 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206297,525170,619082,206297,206297,3.0009258496245703,19,2,1,54,245.418205,56.761574,1.132395,2.121661,185.402575
615949,632311,seed=632328 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,205146,522269,615949,205146,205146,3.002490908913652,20,2.0,1,57,245.045289,56.239143,1.087473,2.355898,185.362775
620499,632311,seed=632329 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206900,526604,620499,206900,206900,2.9990285161913968,19,2.0,1,57,249.249115,59.135071,1.111213,2.715949,186.286882
618913,632311,seed=632330 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,206601,525583,618913,206601,206601,2.995692179611909,18,2,1,65,249.289529,58.264142,1.136631,2.81157,187.077186
621651,632311,seed=632331 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,207007,527105,621651,207007,207007,3.003043375344795,19,2,1,93,246.532627,57.333967,1.117635,2.44919,185.631835
