n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
562976,822004,seed=822014 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,412040,853474,562976,412040,412040,1.366313950101932,154,1.0,1,853473,419.297004,231.655581,1.249982,3.734104,182.657337
614049,822004,seed=822015 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,457440,944628,614049,457440,457440,1.3423596537250786,141,1.0,1,944627,412.84653,223.934123,1.446095,4.571189,182.895123
554224,822004,seed=822016 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,404757,838798,554224,404757,404757,1.369275886519566,140,1,1,838797,319.777758,132.27252,1.234424,3.669332,182.601482
618399,822004,seed=822017 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,460980,951913,618399,460980,460980,1.3414877001171417,144,1.0,1,951912,448.610423,259.585753,1.515285,4.414344,183.095041
564727,822004,seed=822018 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,413560,856672,564727,413560,413560,1.3655261630718638,153,1.0,1,856671,356.568369,168.755691,1.325778,3.62333,182.86357
628190,822004,seed=822019 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,470070,969938,628190,470070,470070,1.3363754334460825,149,1.0,1,969937,397.787869,209.178906,1.526657,4.172829,182.909477
558434,822004,seed=822020 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,407823,845034,558434,407823,407823,1.3693048209639966,144,1,1,845033,296.388093,108.741901,1.287264,3.761945,182.596983
635965,822004,seed=822021 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,476637,983234,635965,476637,476637,1.334275350004301,150,1,1,983233,405.716427,216.639975,1.536986,4.484194,183.055272
559295,822004,seed=822022 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,409048,847503,559295,409048,409048,1.3673089710742994,140,1.0,1,847502,371.154123,183.595818,1.248447,3.705208,182.60465
693356,822004,seed=822023 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,529323,1088819,693356,529323,529323,1.309892069681461,149,1,1,1088818,527.000427,337.081531,1.867745,4.763517,183.287634
560864,822004,seed=822024 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,409787,848946,560864,409787,409787,1.3686720174139249,137,1,1,848945,405.309753,217.79836,1.231368,3.652463,182.627562
