n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
3271,3327,seed=3337 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1100,2795,3271,1100,1100,2.9736363636363636,14,2.0,1,31,0.366433,0.030392,0.003928,0.00666,0.325453
3296,3327,seed=3338 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1082,2770,3296,1082,1082,3.0462107208872458,15,2.0,1,44,0.382641,0.02887,0.003922,0.006879,0.34297
3284,3327,seed=3339 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1110,2810,3284,1110,1110,2.9585585585585585,15,2.0,1,35,0.353249,0.030632,0.003881,0.006698,0.312038
3283,3327,seed=3340 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1095,2797,3283,1095,1095,2.998173515981735,14,2,1,31,0.323801,0.02872,0.003923,0.006328,0.28483
3196,3327,seed=3341 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1081,2742,3196,1081,1081,2.9565217391304346,16,2,1,29,0.321949,0.029184,0.003795,0.006137,0.282833
3206,3327,seed=3342 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1065,2714,3206,1065,1065,3.0103286384976524,15,2,1,27,0.367197,0.029853,0.003868,0.006326,0.32715
3285,3327,seed=3343 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1129,2851,3285,1129,1129,2.909654561558902,13,2,1,27,0.327627,0.028427,0.00376,0.006371,0.289069
3268,3327,seed=3344 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1074,2739,3268,1074,1074,3.0428305400372437,14,2.0,1,42,0.426015,0.028609,0.004027,0.006797,0.386582
3241,3327,seed=3345 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1080,2761,3241,1080,1080,3.0009259259259258,14,2.0,1,34,0.365095,0.031911,0.003802,0.006512,0.32287
3268,3327,seed=3346 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1087,2770,3268,1087,1087,3.0064397424103038,13,2,1,27,0.318347,0.029117,0.0038,0.006143,0.279287
3257,3327,seed=3347 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,1083,2746,3257,1083,1083,3.007386888273315,15,2,1,32,0.357045,0.02997,0.003759,0.006332,0.316984
