n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
68461,100769,seed=100779 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,50120,103800,68461,50120,50120,1.3659417398244214,65,1.0,1,42,183.291343,2.025281,0.119077,0.345379,180.801606
70334,100769,seed=100780 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,51549,106759,70334,51549,51549,1.3644105608256223,70,1,1,40,195.726994,2.447567,0.12472,0.357606,192.797101
69545,100769,seed=100781 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,50846,105387,69545,50846,50846,1.3677575423828816,60,1.0,1,43,183.230496,1.927436,0.123451,0.340542,180.839067
67981,100769,seed=100782 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,49622,102869,67981,49622,49622,1.3699770263189714,69,1.0,1,42,183.135646,1.788407,0.120259,0.339886,180.887094
64062,100769,seed=100783 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,46127,95867,64062,46127,46127,1.3888178290372233,58,1,1,37,131.868427,1.35943,0.114589,0.303033,130.091375
78008,100769,seed=100784 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,58389,120476,78008,58389,58389,1.3360050694480126,63,1,1,38,196.840365,3.425183,0.14875,0.404186,192.862246
71849,100769,seed=100785 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,53131,109876,71849,53131,53131,1.35229903446199,56,1,1,46,184.100793,2.780854,0.127532,0.347403,180.845004
62926,100769,seed=100786 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,45253,94073,62926,45253,45253,1.3905376439131107,63,1,1,40,143.95108,1.327357,0.105798,0.309146,142.208779
64669,100769,seed=100787 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,46821,97187,64669,46821,46821,1.3811964716686957,62,1,1,39,182.586355,1.442712,0.108862,0.307933,180.726848
68748,100769,seed=100788 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,50341,104285,68748,50341,50341,1.3656462922866053,67,1,1,39,185.009987,2.212256,0.121263,0.342719,182.333749
70175,100769,seed=100789 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,51387,106461,70175,51387,51387,1.365617763247514,74,1,1,43,184.332877,2.200062,0.12259,0.362049,181.648176
