n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
166751,221390,seed=221400 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,124633,257080,166751,124633,124633,1.3379361806263188,72,1,1,94,252.549827,16.82026,0.310819,0.931714,234.487034
168451,221390,seed=221401 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,126296,260425,168451,126296,126296,1.333779375435485,77,1.0,1,109,262.712968,22.178517,0.317738,0.956523,239.26019
160625,221390,seed=221402 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,118740,245288,160625,118740,118740,1.3527454943574195,73,1.0,1,110,263.781398,80.210804,0.296968,0.922571,182.351055
163132,221390,seed=221403 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,120942,249840,163132,120942,120942,1.34884490086157,66,1.0,1,91,221.98755,18.225204,0.323115,0.893703,202.545528
147886,221390,seed=221404 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,107687,223123,147886,107687,107687,1.3732948266736003,60,1,1,89,209.96202,11.569291,0.257071,0.727487,197.408171
163971,221390,seed=221405 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,122130,252050,163971,122130,122130,1.3425939572586587,80,1.0,1,101,232.978191,31.679238,0.32038,0.870253,200.10832
144072,221390,seed=221406 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,104272,216263,144072,104272,104272,1.381694030995857,68,1.0,1,106,195.381442,12.382529,0.24615,0.721047,182.031716
167787,221390,seed=221407 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,125021,258001,167787,125021,125021,1.3420705321505988,69,1,1,110,262.415603,23.831418,0.316676,0.923638,237.343871
153360,221390,seed=221408 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,112493,232794,153360,112493,112493,1.3632848266114337,71,1,1,101,206.558946,23.156477,0.280509,0.782105,182.339855
149273,221390,seed=221409 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,108907,225604,149273,108907,108907,1.3706465149163967,59,1,1,101,218.822816,17.134582,0.280635,0.747455,200.660144
146829,221390,seed=221410 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,106852,221533,146829,106852,106852,1.3741343166248643,76,1.0,1,95,226.630295,21.627927,0.264056,0.757961,203.980351
