n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
283119,287807,seed=287817 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94190,239894,283119,94190,94190,3.0058286442297484,17,2.0,1,67,107.710842,13.721985,0.448113,1.005349,92.535395
279582,287807,seed=287818 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,93314,237561,279582,93314,93314,2.9961420579977283,18,2.0,1,50,98.664917,13.26175,0.439862,0.986254,83.977051
281203,287807,seed=287819 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,93756,238619,281203,93756,93756,2.99930671103716,18,2.0,1,70,95.174842,13.500275,0.440393,0.995014,80.23916
282950,287807,seed=287820 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94407,240279,282950,94407,94407,2.9971294501467054,18,2,1,58,101.075473,13.587897,0.443457,1.046617,85.997502
282086,287807,seed=287821 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,93948,239334,282086,93948,93948,3.0025758930472177,17,2.0,1,65,100.072658,13.417272,0.443342,1.005269,85.206775
281521,287807,seed=287822 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,93970,239001,281521,93970,93970,2.9958603809726507,20,2.0,1,74,107.35917,13.583412,0.452122,1.049759,92.273877
283103,287807,seed=287823 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94239,240009,283103,94239,94239,3.0040959687602795,18,2,1,57,135.300255,14.007188,0.449557,1.057628,119.785882
282876,287807,seed=287824 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94281,239953,282876,94281,94281,3.000350017500875,18,2,1,51,98.367184,13.59251,0.454933,1.001291,83.31845
281004,287807,seed=287825 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,93601,238406,281004,93601,93601,3.0021474129549897,18,2,1,60,111.692792,13.579711,0.451726,1.008459,96.652896
283523,287807,seed=287826 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94485,240584,283523,94485,94485,3.0007196909562364,19,2,1,54,106.777703,13.60322,0.446448,1.005645,91.72239
283797,287807,seed=287827 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,94949,241448,283797,94949,94949,2.9889414317159737,17,2,1,65,167.632792,14.056017,0.455795,1.117382,152.003598
