n,orig_n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
12260,12353,seed=12363 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4118,10453,12260,4118,4118,2.977173385138417,18,2.0,1,41,3.747775,0.147771,0.015868,0.040017,3.544119
12193,12353,seed=12364 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4063,10339,12193,4063,4063,3.0009844942160964,14,2,1,39,1.309978,0.116136,0.014967,0.035826,1.143049
12247,12353,seed=12365 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4050,10342,12247,4050,4050,3.0239506172839508,14,2.0,1,35,2.761184,0.145261,0.015411,0.03868,2.561832
12275,12353,seed=12366 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4072,10380,12275,4072,4072,3.0144891944990175,15,2.0,1,43,1.582696,0.122124,0.016945,0.036954,1.406673
11966,12353,seed=12367 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,3994,10162,11966,3994,3994,2.99599399098648,16,2.0,1,44,1.583072,0.116117,0.014528,0.035578,1.416849
12228,12353,seed=12368 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4076,10384,12228,4076,4076,3,15,2.0,1,56,1.624648,0.124223,0.016419,0.038568,1.445438
12146,12353,seed=12369 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4036,10272,12146,4036,4036,3.0094152626362733,16,2.0,1,48,1.530319,0.12254,0.015138,0.037202,1.355439
12192,12353,seed=12370 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4015,10255,12192,4015,4015,3.036612702366127,16,2,1,49,1.998617,0.126543,0.015506,0.038033,1.818535
12070,12353,seed=12371 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,4039,10264,12070,4039,4039,2.9883634563010646,15,2,1,43,1.661333,0.118397,0.015218,0.03556,1.492158
12070,12353,seed=12372 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,3986,10188,12070,3986,3986,3.0280983442047167,15,2.0,1,39,1.480641,0.114244,0.014599,0.035326,1.316472
11974,12353,seed=12373 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,3999,10171,11974,3999,3999,2.9942485621405353,16,2,1,43,1.529083,0.114046,0.014418,0.034227,1.366392
