Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.536014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.1325655661444844,1.0,3545,1.2763906056860321,0.0,5163,35724,0,0.0,0.0,0,18935,4.6810877626699625,0.0,18935,23418,7.18912237330037,1.0,29080,5,0.4,0.0,1618,Partition(BranchingPartition),success,5.372467,none,39769,HTD,,3.37373,88,,,,,,,none,PartitionTreedec,9.288552
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.630715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.1325655661444844,1.0,941,0.6326328800988875,0.0,2559,35724,2333,0.576761433868974,0.0,2333,5138,1.2702101359703337,0.0,5138,8458,3.4907292954264526,1.0,14120,5,0.4,0.0,1618,Partition(BranchingPartition),success,4.971773,none,39769,HTD,,3.757115,88,,,,,,,none,PartitionTreedec,9.366399
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.522722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.123764741381478,1.0,1245,1.6444993819530285,0.0,6652,35724,2773,3.3060568603213842,0.0,13373,6678,5.541656365883807,0.0,22416,10707,12.724845488257108,1.0,51472,0,0.0,0.0,0,Partition(BranchingPartition),success,8.365632,none,39769,HTD,,3.149317,88,,,,,,,none,PartitionTreedec,12.043912
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.515681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.123764741381478,1.0,4451,5.28257107540173,0.0,21368,35724,0,0.0,0.0,0,21791,19.890234857849197,0.0,80456,27196,30.81928306551298,1.0,124664,0,0.0,0.0,0,Partition(BranchingPartition),success,11.070863,none,39769,HTD,,3.152133,88,,,,,,,none,PartitionTreedec,14.745121
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.496897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.1325655661444844,1.0,192701,48.03930778739184,0.0,194319,35724,0,0.0,0.0,0,0,0.0,0.0,0,701070,174.71742892459827,1.0,706732,5,0.4,0.0,1618,Partition(BranchingPartition),success,31.834787,none,39769,HTD,,3.151184,88,,,,,,,none,PartitionTreedec,35.489107
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50768 type=girg,,249064,47969,50000,GirgGen,0.677723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,20.405770958832164,1.123764741381478,1.0,192701,137.39085290482078,0.0,555746,35724,0,0.0,0.0,0,0,0.0,0.0,0,701070,492.97453646477135,1.0,1994082,0,0.0,0.0,0,Partition(BranchingPartition),success,87.777428,none,39769,HTD,,3.157766,88,,,,,,,none,PartitionTreedec,91.61936
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50769 type=girg,,249241,48251,50000,GirgGen,0.540524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,21.52768316916469,1.1296370064233432,1.0,5940,2.4679178290641643,0.0,9731,36223,0,0.0,0.0,0,38320,12.847577986304843,0.0,50658,45065,16.640628962718743,1.0,65614,7,0.4235353791529292,0.0,1670,Partition(BranchingPartition),success,6.734422,none,40166,HTD,,3.250517,80,,,,,,,none,PartitionTreedec,10.531877
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50769 type=girg,,249241,48251,50000,GirgGen,0.524512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,21.52768316916469,1.1296370064233432,1.0,1466,0.9731169160537662,0.0,3837,36223,3618,1.256910981486178,0.0,4956,9569,3.574182094851636,0.0,14093,14700,6.81790514836419,1.0,26883,7,0.4235353791529292,0.0,1670,Partition(BranchingPartition),success,5.513678,none,40166,HTD,,3.121157,80,,,,,,,none,PartitionTreedec,9.166021
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50769 type=girg,,249241,48251,50000,GirgGen,0.561251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,21.52768316916469,1.1195538515162078,1.0,1466,1.6576211006847579,0.0,6536,36223,3618,2.9371037281257926,0.0,11581,9569,5.85087496829825,0.0,23070,14700,12.779863048440275,1.0,50391,0,0.0,0.0,0,Partition(BranchingPartition),success,6.983794,none,40166,HTD,,3.248527,80,,,,,,,none,PartitionTreedec,10.800125
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.3 seed=50769 type=girg,,249241,48251,50000,GirgGen,0.541858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,21.52768316916469,1.1195538515162078,1.0,5940,4.953842252092316,0.0,19533,36223,0,0.0,0.0,0,38320,20.405782399188436,0.0,80460,45065,30.624651280750697,1.0,120753,0,0.0,0.0,0,Partition(BranchingPartition),success,9.499406,none,40166,HTD,,3.159059,80,,,,,,,none,PartitionTreedec,13.207474
