Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.150138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2639296187683284,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.25,1.0,105,1,0.10714285714285714,0.0,9,Partition(BranchingPartition),success,0.025898,none,341,HTD,,0.032017,10,,,,,,,none,PartitionTreedec,0.209834
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.035394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2609970674486803,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.4642857142857142,1.0,123,0,0.0,0.0,0,Partition(BranchingPartition),success,0.051506,none,341,HTD,,0.188325,10,,,,,,,none,PartitionTreedec,0.277123
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.006931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2639296187683284,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.25,1.0,105,1,0.10714285714285714,0.0,9,Partition(BranchingPartition),success,0.034239,none,341,HTD,,0.069813,10,,,,,,,none,PartitionTreedec,0.112815
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.078495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2609970674486803,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.4642857142857142,1.0,123,0,0.0,0.0,0,Partition(BranchingPartition),success,0.025579,none,341,HTD,,0.017907,10,,,,,,,none,PartitionTreedec,0.123808
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.018786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2609970674486803,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.4642857142857142,1.0,123,0,0.0,0.0,0,Partition(BranchingPartition),success,0.234855,none,341,HTD,,0.096055,10,,,,,,,none,PartitionTreedec,0.351698
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1268 type=girg,,2444,500,500,GirgGen,0.036286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.0,1.2639296187683284,1.0,1,0.15476190476190477,0.0,13,257,0,0.0,0.0,0,0,0.0,0.0,0,4,1.25,1.0,105,1,0.10714285714285714,0.0,9,Partition(BranchingPartition),success,0.135998,none,341,HTD,,0.056998,10,,,,,,,none,PartitionTreedec,0.231099
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1269 type=girg,,2453,500,500,GirgGen,0.008033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.169925001442312,1.5154320987654322,1.0,8,0.38235294117647056,0.0,52,188,0,0.0,0.0,0,0,0.0,0.0,0,29,1.5661764705882353,1.0,213,2,0.3088235294117647,0.0,42,Partition(BranchingPartition),success,0.037307,none,324,HTD,,0.01298,10,,,,,,,none,PartitionTreedec,0.060281
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1269 type=girg,,2453,500,500,GirgGen,0.008066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.169925001442312,1.5154320987654322,1.0,8,0.38235294117647056,0.0,52,188,0,0.0,0.0,0,1,0.014705882352941176,0.0,2,29,1.5661764705882353,1.0,213,2,0.3088235294117647,0.0,42,Partition(BranchingPartition),success,0.037276,none,324,HTD,,0.012947,10,,,,,,,none,PartitionTreedec,0.060192
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1269 type=girg,,2453,500,500,GirgGen,0.007988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.169925001442312,1.5154320987654322,1.0,8,0.38235294117647056,0.0,52,188,1,0.007352941176470588,0.0,1,1,0.014705882352941176,0.0,2,28,1.5588235294117647,1.0,212,2,0.3088235294117647,0.0,42,Partition(BranchingPartition),success,0.037461,none,324,HTD,,0.013498,10,,,,,,,none,PartitionTreedec,0.06089
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=1269 type=girg,,2453,500,500,GirgGen,0.008063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.169925001442312,1.4938271604938271,1.0,8,0.4264705882352941,0.0,58,188,0,0.0,0.0,0,0,0.0,0.0,0,29,2.3823529411764706,1.0,324,0,0.0,0.0,0,Partition(BranchingPartition),success,0.039543,none,324,HTD,,0.013148,10,,,,,,,none,PartitionTreedec,0.062619
