Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.070507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.0879730055435044,1.0,88,0.7446043165467626,0.0,207,3871,0,0.0,0.0,0,151,0.5431654676258992,0.0,151,371,2.758992805755396,1.0,767,3,0.42805755395683454,0.0,119,Partition(BranchingPartition),success,0.238642,none,4149,HTD,,0.132043,43,,,,,,,none,PartitionTreedec,0.443441
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.289131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.0879730055435044,1.0,258,1.356115107913669,0.0,377,3871,0,0.0,0.0,0,0,0.0,0.0,0,881,4.593525179856115,1.0,1277,3,0.42805755395683454,0.0,119,Partition(BranchingPartition),success,0.256284,none,4149,HTD,,0.161777,43,,,,,,,none,PartitionTreedec,0.709437
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.133585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.081947457218607,1.0,41,0.8633093525179856,0.0,240,3871,66,0.8776978417266187,0.0,244,77,0.7589928057553957,0.0,211,219,4.996402877697841,1.0,1389,0,0.0,0.0,0,Partition(BranchingPartition),success,0.439322,none,4149,HTD,,0.126088,43,,,,,,,none,PartitionTreedec,0.701211
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.078176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.0879730055435044,1.0,41,0.5755395683453237,0.0,160,3871,44,0.15827338129496402,0.0,44,62,0.22302158273381295,0.0,62,195,2.1258992805755397,1.0,591,3,0.42805755395683454,0.0,119,Partition(BranchingPartition),success,0.245925,none,4149,HTD,,0.231238,43,,,,,,,none,PartitionTreedec,0.557531
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.079003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.081947457218607,1.0,105,1.7733812949640289,0.0,493,3871,0,0.0,0.0,0,151,1.776978417266187,0.0,494,466,8.287769784172662,1.0,2304,0,0.0,0.0,0,Partition(BranchingPartition),success,0.310123,none,4149,HTD,,0.308904,43,,,,,,,none,PartitionTreedec,0.700389
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5768 type=girg,,24865,4720,5000,GirgGen,0.143525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,12.835260918627489,1.081947457218607,1.0,258,3.7194244604316546,0.0,1034,3871,0,0.0,0.0,0,0,0.0,0.0,0,917,14.413669064748202,1.0,4007,0,0.0,0.0,0,Partition(BranchingPartition),success,0.353102,none,4149,HTD,,0.133529,43,,,,,,,none,PartitionTreedec,0.632374
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5769 type=girg,,24920,4754,5000,GirgGen,0.052753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,10.60733031374961,1.0885803208044051,1.0,92,0.7972027972027972,0.0,228,3891,0,0.0,0.0,0,0,0.0,0.0,0,361,2.8916083916083917,1.0,827,2,0.4195804195804196,0.0,120,Partition(BranchingPartition),success,0.255054,none,4177,HTD,,0.132657,38,,,,,,,none,PartitionTreedec,0.442814
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5769 type=girg,,24920,4754,5000,GirgGen,0.057782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,10.60733031374961,1.0885803208044051,1.0,23,0.534965034965035,0.0,153,3891,0,0.0,0.0,0,77,0.3041958041958042,0.0,87,142,2.06993006993007,1.0,592,2,0.4195804195804196,0.0,120,Partition(BranchingPartition),success,0.245241,none,4177,HTD,,0.128874,38,,,,,,,none,PartitionTreedec,0.434192
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5769 type=girg,,24920,4754,5000,GirgGen,0.058599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,10.60733031374961,1.0799616949964088,1.0,92,1.2307692307692308,0.0,352,3891,0,0.0,0.0,0,0,0.0,0.0,0,361,5.63986013986014,1.0,1613,0,0.0,0.0,0,Partition(BranchingPartition),success,0.285141,none,4177,HTD,,0.13221,38,,,,,,,none,PartitionTreedec,0.478414
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.1 seed=5769 type=girg,,24920,4754,5000,GirgGen,0.051915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,10.60733031374961,1.0885803208044051,1.0,6,0.46503496503496505,0.0,133,3891,17,0.06993006993006994,0.0,20,12,0.06993006993006994,0.0,20,48,1.7062937062937062,1.0,488,2,0.4195804195804196,0.0,120,Partition(BranchingPartition),success,0.241876,none,4177,HTD,,0.127806,38,,,,,,,none,PartitionTreedec,0.423849
