Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.007958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.754887502163468,1.4817518248175183,1.0,3,0.3743016759776536,0.0,67,232,0,0.0,0.0,0,0,0.0,0.0,0,11,2.335195530726257,1.0,418,0,0.0,0.0,0,Partition(BranchingPartition),success,0.051585,none,411,HTD,,0.01922,12,,,,,,,none,PartitionTreedec,0.080719
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.00979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.754887502163468,1.5012165450121655,1.0,2,0.3407821229050279,0.0,61,232,0,0.0,0.0,0,0,0.0,0.0,0,8,1.4692737430167597,1.0,263,2,0.3016759776536313,0.0,54,Partition(BranchingPartition),success,0.048174,none,411,HTD,,0.02665,12,,,,,,,none,PartitionTreedec,0.086481
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.083772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.754887502163468,1.4817518248175183,1.0,3,0.3743016759776536,0.0,67,232,0,0.0,0.0,0,0,0.0,0.0,0,11,2.335195530726257,1.0,418,0,0.0,0.0,0,Partition(BranchingPartition),success,0.053076,none,411,HTD,,0.016765,12,,,,,,,none,PartitionTreedec,0.15557
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.010562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.754887502163468,1.5012165450121655,1.0,2,0.3407821229050279,0.0,61,232,0,0.0,0.0,0,0,0.0,0.0,0,8,1.4692737430167597,1.0,263,2,0.3016759776536313,0.0,54,Partition(BranchingPartition),success,0.052449,none,411,HTD,,0.015366,12,,,,,,,none,PartitionTreedec,0.080279
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.008163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.754887502163468,1.4817518248175183,1.0,2,0.3407821229050279,0.0,61,232,2,0.0335195530726257,0.0,6,0,0.0,0.0,0,8,2.2346368715083798,1.0,400,0,0.0,0.0,0,Partition(BranchingPartition),success,0.052793,none,411,HTD,,0.027421,12,,,,,,,none,PartitionTreedec,0.090349
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1268 type=girg,,2460,500,500,GirgGen,0.008028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.754887502163468,1.5012165450121655,1.0,2,0.3407821229050279,0.0,61,232,0,0.0,0.0,0,0,0.0,0.0,0,8,1.4692737430167597,1.0,263,2,0.3016759776536313,0.0,54,Partition(BranchingPartition),success,0.074676,none,411,HTD,,0.039132,12,,,,,,,none,PartitionTreedec,0.123934
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1269 type=girg,,2433,500,500,GirgGen,0.008657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.977279923499916,1.6546391752577319,2.0,10,0.44761904761904764,0.0,94,178,0,0.0,0.0,0,0,0.0,0.0,0,41,1.5904761904761904,1.0,334,2,0.4,0.0,84,Partition(BranchingPartition),success,0.054582,none,388,HTD,,0.022251,10,,,,,,,none,PartitionTreedec,0.087395
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1269 type=girg,,2433,500,500,GirgGen,0.009546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.977279923499916,1.6546391752577319,2.0,10,0.44761904761904764,0.0,94,178,0,0.0,0.0,0,2,0.009523809523809525,0.0,2,41,1.5904761904761904,1.0,334,2,0.4,0.0,84,Partition(BranchingPartition),success,0.055763,none,388,HTD,,0.017907,10,,,,,,,none,PartitionTreedec,0.085174
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1269 type=girg,,2433,500,500,GirgGen,0.008821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.977279923499916,1.6546391752577319,2.0,8,0.4380952380952381,0.0,92,178,2,0.009523809523809525,0.0,2,2,0.009523809523809525,0.0,2,35,1.561904761904762,1.0,328,2,0.4,0.0,84,Partition(BranchingPartition),success,0.08389,none,388,HTD,,0.014951,10,,,,,,,none,PartitionTreedec,0.109631
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.7 seed=1269 type=girg,,2433,500,500,GirgGen,0.008718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,6.977279923499916,1.6262886597938144,2.0,10,0.5428571428571428,0.0,114,178,0,0.0,0.0,0,0,0.0,0.0,0,41,2.914285714285714,1.0,612,0,0.0,0.0,0,Partition(BranchingPartition),success,0.061429,none,388,HTD,,0.052253,10,,,,,,,none,PartitionTreedec,0.124369
