Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.008348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.2222222222222223,1.0,3,0.27586206896551724,0.0,24,345,0,0.0,0.0,0,1,0.011494252873563218,0.0,1,12,1.4597701149425288,1.0,127,1,0.21839080459770116,0.0,19,Partition(BranchingPartition),success,0.032621,none,432,HTD,,0.043367,21,,,,,,,none,PartitionTreedec,0.08627
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.008143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.2222222222222223,1.0,4,0.28735632183908044,0.0,25,345,0,0.0,0.0,0,0,0.0,0.0,0,15,1.4942528735632183,1.0,130,1,0.21839080459770116,0.0,19,Partition(BranchingPartition),success,0.036509,none,432,HTD,,0.024011,21,,,,,,,none,PartitionTreedec,0.070586
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.03877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.212962962962963,1.0,3,0.3103448275862069,0.0,27,345,0,0.0,0.0,0,1,0.011494252873563218,0.0,1,12,2.0919540229885056,1.0,182,0,0.0,0.0,0,Partition(BranchingPartition),success,0.033837,none,432,HTD,,0.017878,21,,,,,,,none,PartitionTreedec,0.092427
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.016396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.212962962962963,1.0,4,0.3218390804597701,0.0,28,345,0,0.0,0.0,0,0,0.0,0.0,0,15,2.1264367816091956,1.0,185,0,0.0,0.0,0,Partition(BranchingPartition),success,0.049955,none,432,HTD,,0.014043,21,,,,,,,none,PartitionTreedec,0.082272
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.073218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.212962962962963,1.0,2,0.25287356321839083,0.0,22,345,2,0.05747126436781609,0.0,5,1,0.011494252873563218,0.0,1,8,1.9195402298850575,1.0,167,0,0.0,0.0,0,Partition(BranchingPartition),success,0.033099,none,432,HTD,,0.120849,21,,,,,,,none,PartitionTreedec,0.229244
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1268 type=girg,,2490,495,500,GirgGen,0.008019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.2222222222222223,1.0,2,0.25287356321839083,0.0,22,345,2,0.022988505747126436,0.0,2,1,0.011494252873563218,0.0,1,6,1.3908045977011494,1.0,121,1,0.21839080459770116,0.0,19,Partition(BranchingPartition),success,0.030858,none,432,HTD,,0.234326,21,,,,,,,none,PartitionTreedec,0.27502
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1269 type=girg,,2420,493,500,GirgGen,0.008477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.3200934579439252,1.0,5,0.38524590163934425,0.0,47,306,0,0.0,0.0,0,0,0.0,0.0,0,17,1.5245901639344261,1.0,186,1,0.32786885245901637,0.0,40,Partition(BranchingPartition),success,0.039537,none,428,HTD,,0.015482,14,,,,,,,none,PartitionTreedec,0.065487
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1269 type=girg,,2420,493,500,GirgGen,0.008434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.3200934579439252,1.0,5,0.38524590163934425,0.0,47,306,0,0.0,0.0,0,0,0.0,0.0,0,17,1.5245901639344261,1.0,186,1,0.32786885245901637,0.0,40,Partition(BranchingPartition),success,0.040264,none,428,HTD,,0.01808,14,,,,,,,none,PartitionTreedec,0.068824
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1269 type=girg,,2420,493,500,GirgGen,0.009505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.3200934579439252,1.0,2,0.3524590163934426,0.0,43,306,3,0.03278688524590164,0.0,4,0,0.0,0.0,0,8,1.4262295081967213,1.0,174,1,0.32786885245901637,0.0,40,Partition(BranchingPartition),success,0.045455,none,428,HTD,,0.103722,14,,,,,,,none,PartitionTreedec,0.160671
,,,,,,,none,alpha=5 d=1 deg=10 ple=2.1 seed=1269 type=girg,,2420,493,500,GirgGen,0.020897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,6.754887502163468,1.308411214953271,1.0,7,0.5327868852459017,0.0,65,306,0,0.0,0.0,0,0,0.0,0.0,0,28,2.942622950819672,1.0,359,0,0.0,0.0,0,Partition(BranchingPartition),success,0.046309,none,428,HTD,,0.021726,14,,,,,,,none,PartitionTreedec,0.090928
