Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.512336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,8.321928094887362,1.4222170129223195,1.0,21,0.3178947368421053,0.0,3775,22252,0,0.0,0.0,0,0,0.0,0.0,0,80,1.327242105263158,1.0,15761,3,0.31461052631578945,0.0,3736,Partition(BranchingPartition),success,3.829721,none,34127,HTD,,1.440966,19,,,,,,,none,PartitionTreedec,5.79227
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.54483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,8.321928094887362,1.4222170129223195,1.0,9,0.31671578947368423,0.0,3761,22252,0,0.0,0.0,0,15,0.0020210526315789473,0.0,24,38,1.3228631578947367,1.0,15709,3,0.31461052631578945,0.0,3736,Partition(BranchingPartition),success,3.870373,none,34127,HTD,,1.526877,19,,,,,,,none,PartitionTreedec,5.951449
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.511783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,8.321928094887362,1.4222170129223195,1.0,6,0.3158736842105263,0.0,3751,22252,4,0.0008421052631578948,0.0,10,9,0.0012631578947368421,0.0,15,26,1.3200842105263157,1.0,15676,3,0.31461052631578945,0.0,3736,Partition(BranchingPartition),success,3.859685,none,34127,HTD,,1.618614,19,,,,,,,none,PartitionTreedec,5.999118
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.487195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,8.321928094887362,1.40352213789668,1.0,29,0.3992421052631579,0.0,4741,22252,0,0.0,0.0,0,0,0.0,0.0,0,99,2.307621052631579,1.0,27403,0,0.0,0.0,0,Partition(BranchingPartition),success,4.009677,none,34127,HTD,,1.487458,19,,,,,,,none,PartitionTreedec,5.9935
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.508997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,8.321928094887362,1.40352213789668,1.0,11,0.37507368421052634,0.0,4454,22252,0,0.0,0.0,0,15,0.039663157894736845,0.0,471,41,2.230736842105263,1.0,26490,0,0.0,0.0,0,Partition(BranchingPartition),success,4.075064,none,34127,HTD,,1.543447,19,,,,,,,none,PartitionTreedec,6.136892
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50768 type=girg,,247367,49082,50000,GirgGen,0.492651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,8.321928094887362,1.40352213789668,1.0,8,0.33061052631578947,0.0,3926,22252,5,0.04437894736842105,0.0,527,9,0.029810526315789475,0.0,354,32,2.092378947368421,1.0,24847,0,0.0,0.0,0,Partition(BranchingPartition),success,4.145717,none,34127,HTD,,1.525175,19,,,,,,,none,PartitionTreedec,6.172595
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50769 type=girg,,250666,49457,50000,GirgGen,0.491038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.977279923499916,1.4248439667128987,1.0,66,0.33424521263367324,0.0,4032,22545,0,0.0,0.0,0,0,0.0,0.0,0,238,1.3571250932603829,1.0,16371,4,0.32554091022133796,0.0,3927,Partition(BranchingPartition),success,3.839602,none,34608,HTD,,1.523897,16,,,,,,,none,PartitionTreedec,5.863644
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50769 type=girg,,250666,49457,50000,GirgGen,0.509069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.977279923499916,1.4248439667128987,1.0,45,0.3321727596783553,0.0,4007,22545,0,0.0,0.0,0,51,0.005471275802039294,0.0,66,162,1.3494155682666003,1.0,16278,4,0.32554091022133796,0.0,3927,Partition(BranchingPartition),success,3.774535,none,34608,HTD,,1.560578,16,,,,,,,none,PartitionTreedec,5.853135
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50769 type=girg,,250666,49457,50000,GirgGen,0.5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.977279923499916,1.4248439667128987,1.0,21,0.32952001989554836,0.0,3975,22545,22,0.002486943546381497,0.0,30,35,0.003979109674210396,0.0,48,90,1.3412915526817542,1.0,16180,4,0.32554091022133796,0.0,3927,Partition(BranchingPartition),success,4.003316,none,34608,HTD,,1.81899,16,,,,,,,none,PartitionTreedec,6.343727
,,,,,,,none,alpha=inf d=1 deg=10 ple=2.9 seed=50769 type=girg,,250666,49457,50000,GirgGen,0.509578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.977279923499916,1.4045018492834027,1.0,103,0.460664842908066,0.0,5557,22545,0,0.0,0.0,0,0,0.0,0.0,0,357,2.522009450385476,1.0,30423,0,0.0,0.0,0,Partition(BranchingPartition),success,4.203414,none,34608,HTD,,1.68343,16,,,,,,,none,PartitionTreedec,6.405422
