Contraction:avg_deg,Contraction:in_n,Contraction:largest_clique,Contraction:max_deg,Contraction:out_n,Contraction:time,GraphInput:girg_options,GraphInput:graph,GraphInput:m,GraphInput:n,GraphInput:n_gen,GraphInput:option,GraphInput:time,PartLargestBag:max_partition_num,PartLargestBag:max_weight,PartLargestBag:mean_partition_num,PartLargestBag:median_partition_num,PartLargestBag:partition_option,PartLargestBag:time,Partition:AssignVertices:option,Partition:AssignVertices:time,Partition:MaximalIS:option,Partition:MaximalIS:size,Partition:MaximalIS:time,Partition:amount,Partition:average,Partition:hs_size,Partition:largest,Partition:median,Partition:num_branching,Partition:num_dead_end,Partition:num_lb2_reductions,Partition:num_lb_reductions,Partition:num_leaves,Partition:num_long_paths,Partition:num_sw_reductions,Partition:option,Partition:product_weight,Partition:smallest,Partition:time,PartitionBags:max_partition_num,PartitionBags:max_weight,PartitionBags:mean_partition_num,PartitionBags:median_partition_num,PartitionBags:partition_option,PartitionBags:time,Treewidth:clique_number,Treewidth:num_bags,Treewidth:option,Treewidth:time,Treewidth:treewidth,WeightedTreewidth:elimination_width,WeightedTreewidth:option,WeightedTreewidth:time,WeightedTreewidth:time_elimination_game,WeightedTreewidth:treewidth,option,time
,,,,,,,olm500,996,500,,ReadEL,0.027134,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.009498,3,498,HTD,0.010349,2,,,,,,PartitionTreedec,0.047223
,,,,,,,OPF_3754,71418,15435,,ReadEL,0.139597,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24.75488750216347,1.9742036553524804,2.0,Partition(FastLargestClique),1.271401,8,9575,HTD,0.471605,33,,,,,,PartitionTreedec,1.883614
,,,,,,,OPF_6000,136257,29902,,ReadEL,0.247984,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,36.0,2.043785608778223,2.0,Partition(FastLargestClique),2.219673,9,18956,HTD,0.902547,47,,,,,,PartitionTreedec,3.37191
,,,,,,,opsahl-powergrid,6593,4941,,ReadEL,0.012336,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18.169925001442312,2.093529788597053,2.0,Partition(FastLargestClique),0.451707,6,4683,HTD,0.149833,18,,,,,,PartitionTreedec,0.614506
,,,,,,,opsahl-ucforum,7018,899,,ReadEL,0.012592,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,198.01172650115547,10.086677367576243,5.0,Partition(FastLargestClique),0.431175,6,623,HTD,0.291198,276,,,,,,PartitionTreedec,0.735249
,,,,,,,opsahl-ucsocial,13834,1893,,ReadEL,0.021718,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,272.6933844041403,8.211898395721924,3.0,Partition(FastLargestClique),2.215863,7,1496,HTD,1.250117,394,,,,,,PartitionTreedec,3.488024
,,,,,,,opsahl-usairport,17213,1572,,ReadEL,0.028607,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,88.69674826344801,3.320211960635882,2.0,Partition(FastLargestClique),31.485295,56,1321,HTD,1.040151,195,,,,,,PartitionTreedec,32.554419
,,,,,,,Oregon-1,23408,11174,,ReadEL,0.04225,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,66.35972980809746,1.847713897691263,1.0,Partition(FastLargestClique),1.299534,13,11045,HTD,0.513928,94,,,,,,PartitionTreedec,1.856812
,,,,,,,Oregon-2,32729,11461,,ReadEL,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,104.0334805475355,2.15456570155902,1.0,Partition(FastLargestClique),3.133084,23,11225,HTD,1.195671,160,,,,,,PartitionTreedec,4.417893
,,,,,,,orsirr_1,2913,1030,,ReadEL,0.009791,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,94.84962500721156,10.485273492286115,6.0,Partition(FastLargestClique),0.167757,3,713,HTD,0.282674,98,,,,,,PartitionTreedec,0.460493
,,,,,,,orsirr_2,2541,886,,ReadEL,0.004679,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,79.28421251514426,9.798373983739838,6.0,Partition(FastLargestClique),0.145839,3,615,HTD,0.378756,87,,,,,,PartitionTreedec,0.52957
,,,,,,,oscil_dcop_01,602,426,,ReadEL,0.018506,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.0,2.23989898989899,2.0,Partition(FastLargestClique),0.048679,3,396,HTD,0.009224,5,,,,,,PartitionTreedec,0.076635
,,,,,,,oscil_trans_01,624,430,,ReadEL,0.002826,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.0,2.224438902743142,2.0,Partition(FastLargestClique),0.050193,5,401,HTD,0.008473,5,,,,,,PartitionTreedec,0.061721
,,,,,,,p2p-Gnutella04,39993,10876,,ReadEL,0.124468,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,2193.574666407589,19.45010510696179,3.0,Partition(FastLargestClique),4.302115,4,8087,HTD,174.117447,2761,,,,,,PartitionTreedec,178.544885
,,,,,,,p2p-Gnutella05,31836,8842,,ReadEL,0.055951,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1731.9401818373549,17.206072448519464,3.0,Partition(FastLargestClique),2.901789,4,6653,HTD,86.584878,2161,,,,,,PartitionTreedec,89.543358
,,,,,,,p2p-Gnutella06,31524,8717,,ReadEL,0.07356,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,1753.6934412388607,16.105716041794714,3.0,Partition(FastLargestClique),2.70911,4,6508,HTD,88.214343,2191,,,,,,PartitionTreedec,90.997831
,,,,,,,p2p-Gnutella08,20775,6299,,ReadEL,0.052879,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,994.538515948979,11.59480879730533,2.0,Partition(FastLargestClique),1.418666,5,5047,HTD,18.790953,1235,,,,,,PartitionTreedec,20.263161
,,,,,,,p2p-Gnutella09,26007,8104,,ReadEL,0.080718,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,1281.0396503230647,11.947498075442649,2.0,Partition(FastLargestClique),1.843464,5,6495,HTD,36.737223,1595,,,,,,PartitionTreedec,38.662221
,,,,,,,p2p-Gnutella24,65358,26498,,ReadEL,0.135262,,,,,,,,,,,,,,,,,,,,,,,,,,,,19640,23565.099535175563,19640.0,19640.0,Partition(FastLargestClique),0.816092,4,1,HTD,182.004287,-1,,,,,,PartitionTreedec,182.955921
,,,,,,,p2p-Gnutella25,54692,22663,,ReadEL,0.165593,,,,,,,,,,,,,,,,,,,,,,,,,,,,16926,20209.49293460139,16926.0,16926.0,Partition(FastLargestClique),0.687426,4,1,HTD,187.536842,-1,,,,,,PartitionTreedec,188.390201
,,,,,,,pcb1000,20394,2820,,ReadEL,0.039042,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,545.8439969151909,15.591015442208704,6.0,Partition(FastLargestClique),2.201139,10,2137,HTD,3.906183,647,,,,,,PartitionTreedec,6.146762
,,,,,,,pcb3000,57425,7732,,ReadEL,0.118797,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,1424.6802503115284,20.275644307902372,7.0,Partition(FastLargestClique),5.772353,7,5859,HTD,46.106685,1726,,,,,,PartitionTreedec,51.998511
,,,,,,,pds10,66549,16558,,ReadEL,0.188508,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,1062.5549000980777,16.30787291804241,6.0,Partition(FastLargestClique),4.109629,3,13629,HTD,15.211022,1118,,,,,,PartitionTreedec,19.510452
,,,,,,,Peking-1,347,134,,ReadEL,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.584962500721156,1.8240740740740742,2.0,Partition(FastLargestClique),0.010855,8,108,HTD,0.011806,11,,,,,,PartitionTreedec,0.024366
,,,,,,,pesa,33913,11738,,ReadEL,0.072138,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,74.64361252668272,5.378909858783159,4.0,Partition(FastLargestClique),1.829904,3,7577,HTD,0.426205,91,,,,,,PartitionTreedec,2.329093
,,,,,,,petster-friendships-hamster,12475,1788,,ReadEL,0.075618,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,178.03314827355783,9.162464985994397,4.0,Partition(FastLargestClique),1.531508,7,1428,HTD,0.406311,249,,,,,,PartitionTreedec,2.01378
,,,,,,,petster-hamster,16097,2000,,ReadEL,0.025418,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,155.73153732204776,6.180555555555555,3.0,Partition(FastLargestClique),0.696603,25,1296,HTD,0.514405,287,,,,,,PartitionTreedec,1.236768
,,,,,,,pf2177,30983,10043,,ReadEL,0.09086,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,536.7473876463941,10.139171974522293,6.0,Partition(FastLargestClique),2.698652,3,9420,HTD,5.277704,623,,,,,,PartitionTreedec,8.068118
,,,,,,,PGPgiantcompo,24315,10680,,ReadEL,0.058671,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,113.24999679980635,1.7863459879206212,1.0,Partition(FastLargestClique),0.671714,25,9272,HTD,0.400596,149,,,,,,PartitionTreedec,1.131837
,,,,,,,p-hat500-1,31568,500,,ReadEL,0.098245,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,207.06098613995806,35.45569620253165,23.0,Partition(FastLargestClique),123.260289,9,79,HTD,3.602296,421,,,,,,PartitionTreedec,126.961139
,,,,,,,photogrammetry2,37003,4472,,ReadEL,0.439333,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,268.13066745450965,18.070594084016903,9.0,Partition(FastLargestClique),1.74068,6,4023,HTD,0.722683,292,,,,,,PartitionTreedec,2.903247
,,,,,,,photogrammetry,11768,1388,,ReadEL,0.04523,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,155.8871830573298,13.130941704035875,9.0,Partition(FastLargestClique),0.459733,6,1115,HTD,0.574516,188,,,,,,PartitionTreedec,1.079816
,,,,,,,piston,48994,2025,,ReadEL,0.100336,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25.43458750793271,4.84272997032641,4.0,Partition(FastLargestClique),0.116461,40,337,HTD,0.119317,52,,,,,,PartitionTreedec,0.336392
,,,,,,,pivtol,102,102,,ReadEL,0.013373,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.3,2.0,Partition(FastLargestClique),0.015512,2,100,HTD,0.00811,2,,,,,,PartitionTreedec,0.037206
,,,,,,,plat1919,15239,1919,,ReadEL,0.09374,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,45.7120062441134,5.488962472406181,5.0,Partition(FastLargestClique),0.286157,7,906,HTD,0.114758,85,,,,,,PartitionTreedec,0.49497
,,,,,,,plat362,2711,362,,ReadEL,0.039884,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25.99073345955331,4.671957671957672,4.0,Partition(FastLargestClique),0.053453,7,189,HTD,0.019839,46,,,,,,PartitionTreedec,0.113446
,,,,,,,plbuckle,7536,649,,ReadEL,0.037268,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29.365128974334816,4.741721854304636,4.0,Partition(FastLargestClique),0.051029,12,151,HTD,0.028996,62,,,,,,PartitionTreedec,0.117599
,,,,,,,plddb,10838,5049,,ReadEL,0.054384,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,604.8947501009623,10.113093802748976,4.0,Partition(FastLargestClique),0.969628,3,4147,HTD,4.161158,662,,,,,,PartitionTreedec,5.185708
,,,,,,,plsk1919,4830,1919,,ReadEL,0.008773,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,24.339850002884624,3.7544510385756675,2.0,Partition(FastLargestClique),0.2176,3,1348,HTD,0.331859,25,,,,,,PartitionTreedec,0.55854
,,,,,,,plskz362,879,362,,ReadEL,0.015316,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13.92481250360578,3.2480916030534353,2.0,Partition(FastLargestClique),0.042915,3,262,HTD,0.007773,15,,,,,,PartitionTreedec,0.066229
,,,,,,,poisson2D,1024,367,,ReadEL,0.019915,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21.019550008653873,4.140684410646388,3.0,Partition(FastLargestClique),0.051387,3,263,HTD,0.133747,25,,,,,,PartitionTreedec,0.205323
,,,,,,,polblogs,16713,1222,,ReadEL,0.025303,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,131.64427211980077,10.566810344827585,4.0,Partition(FastLargestClique),12.85999,20,928,HTD,0.949338,220,,,,,,PartitionTreedec,13.834935
,,,,,,,polbooks,440,105,,ReadEL,0.002354,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.491853096329674,3.397590361445783,3.0,Partition(FastLargestClique),0.015901,6,83,HTD,0.006201,13,,,,,,PartitionTreedec,0.02466
,,,,,,,poli3,20771,16861,,ReadEL,0.103594,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,131.3822062215056,1.4992327051746364,1.0,Partition(FastLargestClique),0.783526,5,16291,HTD,0.426756,157,,,,,,PartitionTreedec,1.315229
,,,,,,,poli4,39344,33831,,ReadEL,0.190318,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,175.49323753389436,1.4305164745393484,1.0,Partition(FastLargestClique),1.994412,5,33051,HTD,0.821204,200,,,,,,PartitionTreedec,3.008572
,,,,,,,pores_2,5821,1224,,ReadEL,0.054716,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,96.36265621285176,9.511194029850746,6.0,Partition(FastLargestClique),0.226593,6,804,HTD,0.117694,128,,,,,,PartitionTreedec,0.399312
,,,,,,,pores_3,1768,456,,ReadEL,0.004546,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13.416665599935454,4.411255411255412,4.0,Partition(FastLargestClique),0.039815,4,231,HTD,0.277948,17,,,,,,PartitionTreedec,0.32257
,,,,,,,powersim,36429,15838,,ReadEL,0.112187,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.831703099214298,1.7184909490779903,2.0,Partition(FastLargestClique),1.295661,6,11822,HTD,0.28593,15,,,,,,PartitionTreedec,1.694885
,,,,,,,power-US-Grid,6593,4941,,ReadEL,0.020425,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17.75488750216347,2.0881725021349276,2.0,Partition(FastLargestClique),0.442577,6,4684,HTD,0.073072,18,,,,,,PartitionTreedec,0.536672
,,,,,,,primagaz,20115,10836,,ReadEL,0.051884,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.169925001442312,2.5703204358666545,2.0,Partition(FastLargestClique),1.865664,3,10829,HTD,0.518281,7,,,,,,PartitionTreedec,2.436859
,,,,,,,problem1,1181,415,,ReadEL,0.023635,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26.18947501009618,4.458904109589041,3.0,Partition(FastLargestClique),0.056014,3,292,HTD,0.085334,31,,,,,,PartitionTreedec,0.165231
,,,,,,,problem,82,46,,ReadEL,0.039118,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.754887502163468,1.8780487804878048,2.0,Partition(FastLargestClique),0.004967,3,41,HTD,0.004581,5,,,,,,PartitionTreedec,0.048874
,,,,,,,progas,8796,1900,,ReadEL,0.019838,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,538.5218251572112,29.275206611570248,8.0,Partition(FastLargestClique),1.049377,3,1210,HTD,3.890219,629,,,,,,PartitionTreedec,4.959777
,,,,,,,proteins,1048,620,,ReadEL,0.003648,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12.169925001442312,3.7304347826086954,3.0,Partition(FastLargestClique),0.092354,4,575,HTD,0.016456,12,,,,,,PartitionTreedec,0.112779
,,,,,,,psse1,57354,14318,,ReadEL,0.117555,,,,,,,,,,,,,,,,,,,,,,,,,,,,7554,11502.020179805098,7554.0,7554.0,Partition(FastLargestClique),0.484648,3,1,HTD,190.347352,-1,,,,,,PartitionTreedec,190.949863
,,,,,,,PTC-FM,70,64,,ReadEL,0.023315,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.5737704918032787,2.0,Partition(FastLargestClique),0.005731,2,61,HTD,0.004625,2,,,,,,PartitionTreedec,0.033882
,,,,,,,PTC-FR,68,64,,ReadEL,0.017907,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.4655172413793103,1.0,Partition(FastLargestClique),0.00443,2,58,HTD,0.010359,2,,,,,,PartitionTreedec,0.032896
,,,,,,,pwt,144793,36463,,ReadEL,0.247122,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,195.96692505913512,7.1131255301102625,4.0,Partition(FastLargestClique),4.596108,4,18864,HTD,2.352307,250,,,,,,PartitionTreedec,7.197122
,,,,,,,qc324,13202,324,,ReadEL,0.019898,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.784634845557521,2.0,2.0,Partition(FastLargestClique),0.638891,81,243,HTD,0.12594,81,,,,,,PartitionTreedec,0.784977
,,,,,,,qh1484,2474,1470,,ReadEL,0.040437,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.92481250360578,2.5992727272727274,2.0,Partition(FastLargestClique),0.337887,4,1375,HTD,0.142604,9,,,,,,PartitionTreedec,0.521276
,,,,,,,qh768,1321,768,,ReadEL,0.027424,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.92481250360578,2.348074179743224,2.0,Partition(FastLargestClique),0.097819,5,701,HTD,0.016164,9,,,,,,PartitionTreedec,0.141751
,,,,,,,qh882,1532,882,,ReadEL,0.003124,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.92481250360578,2.306832298136646,2.0,Partition(FastLargestClique),0.110982,5,805,HTD,0.021149,9,,,,,,PartitionTreedec,0.135551
,,,,,,,qiulp,4488,1900,,ReadEL,0.008811,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,177.37895002019235,9.472170106316447,5.0,Partition(FastLargestClique),1.302978,3,1599,HTD,0.393616,190,,,,,,PartitionTreedec,1.705743
,,,,,,,QRpivot,3795,749,,ReadEL,0.078381,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,165.60752504759643,20.63157894736842,10.0,Partition(FastLargestClique),0.205557,4,475,HTD,0.292524,195,,,,,,PartitionTreedec,0.57676
,,,,,,,radfr1,12855,1048,,ReadEL,0.07314,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,221.73997813238753,36.12730318257957,21.0,Partition(FastLargestClique),0.528937,12,597,HTD,0.422652,249,,,,,,PartitionTreedec,1.025029
,,,,,,,raefsky1,145516,3242,,ReadEL,0.285421,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,183.74165794537683,9.07361963190184,7.0,Partition(FastLargestClique),0.989656,32,326,HTD,2.87016,686,,,,,,PartitionTreedec,4.145509
,,,,,,,raefsky6,134442,3402,,ReadEL,0.227929,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,121.80206629732245,6.429594272076372,5.0,Partition(FastLargestClique),0.898536,32,419,HTD,1.522918,444,,,,,,PartitionTreedec,2.649697
,,,,,,,rail_1357,3813,1357,,ReadEL,0.013398,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,24.18947501009618,3.4954128440366974,2.0,Partition(FastLargestClique),0.485774,3,1090,HTD,0.173945,29,,,,,,PartitionTreedec,0.673461
,,,,,,,rail_20209,59511,20209,,ReadEL,0.121283,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,111.51278754254825,4.126637554585153,2.0,Partition(FastLargestClique),3.525608,3,15572,HTD,0.650757,135,,,,,,PartitionTreedec,4.299086
,,,,,,,rail_5177,15003,5177,,ReadEL,0.039829,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,51.963912520913496,3.858655503570549,2.0,Partition(FastLargestClique),0.893234,3,4061,HTD,0.399303,63,,,,,,PartitionTreedec,1.33286
,,,,,,,rajat01,18418,6765,,ReadEL,0.095677,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18.584962500721154,1.9670569867291179,2.0,Partition(FastLargestClique),1.284347,6,6405,HTD,0.491193,19,,,,,,PartitionTreedec,1.871927
,,,,,,,rajat02,4609,1941,,ReadEL,0.008221,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.584962500721156,2.0221483942414173,2.0,Partition(FastLargestClique),0.188803,4,1806,HTD,0.232609,9,,,,,,PartitionTreedec,0.430007
,,,,,,,rajat03,12550,7602,,ReadEL,0.132957,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,109.0,4.521987951807229,3.0,Partition(FastLargestClique),1.475081,3,6640,HTD,0.291597,108,,,,,,PartitionTreedec,1.900309
,,,,,,,rajat04,4316,1041,,ReadEL,0.024366,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12.321928094887362,2.575083426028921,2.0,Partition(FastLargestClique),0.184013,6,899,HTD,0.068003,15,,,,,,PartitionTreedec,0.27668
,,,,,,,rajat05,667,301,,ReadEL,0.002554,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.0,2.067857142857143,2.0,Partition(FastLargestClique),0.030731,4,280,HTD,0.007038,5,,,,,,PartitionTreedec,0.040545
,,,,,,,rajat06,18060,10922,,ReadEL,0.035449,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,136.58496250072116,4.622096079049721,3.0,Partition(FastLargestClique),1.838745,3,9513,HTD,0.291984,136,,,,,,PartitionTreedec,2.167108
,,,,,,,rajat07,24570,14842,,ReadEL,0.073582,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,158.0,4.693890177880897,3.0,Partition(FastLargestClique),2.003034,3,12930,HTD,0.52343,157,,,,,,PartitionTreedec,2.601334
,,,,,,,rajat08,32080,19362,,ReadEL,0.10001,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,188.0,4.736266349583829,3.0,Partition(FastLargestClique),2.258333,3,16820,HTD,0.887037,187,,,,,,PartitionTreedec,3.246818
,,,,,,,rajat09,40590,24482,,ReadEL,0.124616,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,219.0,4.795340316595425,3.0,Partition(FastLargestClique),3.072734,3,21289,HTD,0.797684,218,,,,,,PartitionTreedec,3.996782
,,,,,,,rajat10,50100,30202,,ReadEL,0.104712,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253.58496250072116,4.807341549967566,3.0,Partition(FastLargestClique),3.294,3,26207,HTD,1.034146,253,,,,,,PartitionTreedec,4.435241
,,,,,,,rajat11,376,135,,ReadEL,0.02098,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,1.8860759493670887,1.0,Partition(FastLargestClique),0.007997,5,79,HTD,0.005468,6,,,,,,PartitionTreedec,0.034661
,,,,,,,rajat12,5527,1879,,ReadEL,0.044521,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8.169925001442312,1.6826710816777042,2.0,Partition(FastLargestClique),0.185734,8,1812,HTD,0.095335,11,,,,,,PartitionTreedec,0.325996
,,,,,,,rajat13,20664,7598,,ReadEL,0.04293,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.906890595608518,1.6957269480089958,2.0,Partition(FastLargestClique),0.857054,7,7559,HTD,0.265086,11,,,,,,PartitionTreedec,1.165806
,,,,,,,rajat14,665,180,,ReadEL,0.00349,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.321928094887362,2.361290322580645,2.0,Partition(FastLargestClique),0.025046,5,155,HTD,0.017011,9,,,,,,PartitionTreedec,0.045757
,,,,,,,rajat19,2315,1085,,ReadEL,0.004641,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.321928094887362,1.9540229885057472,2.0,Partition(FastLargestClique),0.122528,5,957,HTD,0.095913,7,,,,,,PartitionTreedec,0.223431
,,,,,,,rajat22,80378,37855,,ReadEL,0.143077,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32.92481250360578,1.9783454917678267,2.0,Partition(FastLargestClique),3.884905,9,34681,HTD,1.071102,34,,,,,,PartitionTreedec,5.101865
,,,,,,,rajat26,100690,48947,,ReadEL,0.210769,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,40.16992500144231,2.11373291364927,2.0,Partition(FastLargestClique),5.444526,9,45431,HTD,1.528753,40,,,,,,PartitionTreedec,7.187741
,,,,,,,rajat27,41112,18563,,ReadEL,0.100696,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37.906890595608516,2.106619127034332,2.0,Partition(FastLargestClique),2.270979,9,17389,HTD,0.454577,41,,,,,,PartitionTreedec,2.827818
,,,,,,,rbsa480,16407,480,,ReadEL,0.036566,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,202.15811012482823,45.3445945945946,35.0,Partition(FastLargestClique),6.512881,10,148,HTD,0.552895,322,,,,,,PartitionTreedec,7.102592
,,,,,,,rbsb480,16399,480,,ReadEL,0.026931,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,194.57821699378545,45.88741721854305,33.0,Partition(FastLargestClique),6.706593,11,151,HTD,1.481138,306,,,,,,PartitionTreedec,8.214903
,,,,,,,rdist1,91313,4134,,ReadEL,0.164247,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,648.8782126305293,66.45445292620865,35.0,Partition(FastLargestClique),5.540806,22,1965,HTD,4.721885,723,,,,,,PartitionTreedec,10.427382
,,,,,,,rdist2,55427,3198,,ReadEL,0.106514,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,603.0255750850968,64.74814814814815,32.0,Partition(FastLargestClique),3.319253,18,1620,HTD,3.25667,651,,,,,,PartitionTreedec,6.682868
,,,,,,,rdist3a,57118,2398,,ReadEL,0.107944,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,301.8949937640542,44.39336492890995,28.0,Partition(FastLargestClique),3.718411,26,1055,HTD,1.328465,367,,,,,,PartitionTreedec,5.155166
,,,,,,,rec-amazon,125703,91813,,ReadEL,0.285793,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,177.0,1.4186010701774647,1.0,Partition(FastLargestClique),5.927762,5,77931,HTD,2.691115,176,,,,,,PartitionTreedec,8.91033
,,,,,,,rel5,645,172,,ReadEL,0.00379,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.07681559705083,3.3636363636363638,3.0,Partition(FastLargestClique),0.026525,5,154,HTD,0.010008,16,,,,,,PartitionTreedec,0.040537
,,,,,,,rel6,5083,1300,,ReadEL,0.014301,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,77.85125310786815,4.890547263681592,4.0,Partition(FastLargestClique),0.22495,5,1206,HTD,0.157903,91,,,,,,PartitionTreedec,0.397534
,,,,,,,rel7,50611,12770,,ReadEL,0.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,638.2362282045035,6.923397516045678,4.0,Partition(FastLargestClique),2.765853,4,11997,HTD,4.996952,715,,,,,,PartitionTreedec,7.88722
,,,,,,,relat4,165,46,,ReadEL,0.004663,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.321928094887362,1.925,2.0,Partition(FastLargestClique),0.006013,5,40,HTD,0.004583,6,,,,,,PartitionTreedec,0.015486
,,,,,,,relat5,1045,276,,ReadEL,0.002861,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14.169925001442312,3.4923076923076923,3.0,Partition(FastLargestClique),0.044345,4,260,HTD,0.171435,16,,,,,,PartitionTreedec,0.218937
,,,,,,,relat6,8089,2063,,ReadEL,0.014077,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,83.03910001730772,4.462633451957295,4.0,Partition(FastLargestClique),0.58158,5,1967,HTD,0.674225,96,,,,,,PartitionTreedec,1.270291
,,,,,,,relat7,81335,20500,,ReadEL,0.186175,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,669.5940001153853,5.403970147738234,4.0,Partition(FastLargestClique),3.962631,5,19697,HTD,4.751391,751,,,,,,PartitionTreedec,8.901927
,,,,,,,reptilia-tortoise-network-bsv,372,134,,ReadEL,0.024259,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.07681559705083,2.864864864864865,2.0,Partition(FastLargestClique),0.014897,8,111,HTD,0.022938,17,,,,,,PartitionTreedec,0.062302
