Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,DD_g1102,376,146,,ReadEL,0.036382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,7.584962500721156,2.7288135593220337,2.0,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.022116,none,118,HTD,,0.012878,7,,,,,,,none,PartitionTreedec,0.072817
,,,,,,,none,,DD_g1103,727,231,,ReadEL,0.001836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,16,22.094737505048094,4.604790419161676,4.0,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.037639,none,167,HTD,,0.010389,26,,,,,,,none,PartitionTreedec,0.051336
,,,,,,,none,,DD_g1104,404,173,,ReadEL,0.001767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,11.92481250360578,2.8642857142857143,2.0,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.037908,none,140,HTD,,0.067128,13,,,,,,,none,PartitionTreedec,0.108241
,,,,,,,none,,DD_g1105,222,106,,ReadEL,0.003667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.584962500721156,2.595505617977528,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.052642,none,89,HTD,,0.105642,8,,,,,,,none,PartitionTreedec,0.163469
,,,,,,,none,,DD_g1106,120,55,,ReadEL,0.053151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.347826086956522,2.0,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.008059,none,46,HTD,,0.178174,5,,,,,,,none,PartitionTreedec,0.240836
,,,,,,,none,,DD_g1107,286,126,,ReadEL,0.00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,11.754887502163468,2.941747572815534,2.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018885,none,103,HTD,,0.008183,13,,,,,,,none,PartitionTreedec,0.029073
,,,,,,,none,,DD_g1108,430,172,,ReadEL,0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.584962500721156,2.4693877551020407,2.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.026015,none,147,HTD,,0.071603,9,,,,,,,none,PartitionTreedec,0.126648
,,,,,,,none,,DD_g1109,567,254,,ReadEL,0.000907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,13.339850002884624,2.9523809523809526,2.0,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.12603,none,210,HTD,,0.170535,14,,,,,,,none,PartitionTreedec,0.29894
,,,,,,,none,,DD_g110,1136,394,,ReadEL,0.002412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,17,20.07681559705083,3.2142857142857144,2.0,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.063741,none,308,HTD,,0.033667,24,,,,,,,none,PartitionTreedec,0.101354
,,,,,,,none,,DD_g1110,281,130,,ReadEL,0.073841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.754887502163468,2.324074074074074,2.0,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.048357,none,108,HTD,,0.13156,7,,,,,,,none,PartitionTreedec,0.255167
,,,,,,,none,,DD_g1111,320,133,,ReadEL,0.000925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,3.1743119266055047,3.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.023791,none,109,HTD,,0.208051,10,,,,,,,none,PartitionTreedec,0.234215
,,,,,,,none,,DD_g1112,372,153,,ReadEL,0.002258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.322314049586777,2.0,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.019604,none,121,HTD,,0.046907,7,,,,,,,none,PartitionTreedec,0.070236
,,,,,,,none,,DD_g1113,714,267,,ReadEL,0.001283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,10.584962500721156,2.5476190476190474,2.0,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.03726,none,210,HTD,,0.019029,10,,,,,,,none,PartitionTreedec,0.059053
,,,,,,,none,,DD_g1114,143,57,,ReadEL,0.000363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.5454545454545454,2.5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.007884,none,44,HTD,,0.007775,6,,,,,,,none,PartitionTreedec,0.017473
,,,,,,,none,,DD_g1115,178,71,,ReadEL,0.000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.169925001442312,2.5185185185185186,2.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009481,none,54,HTD,,0.161986,9,,,,,,,none,PartitionTreedec,0.173521
,,,,,,,none,,DD_g1116,315,113,,ReadEL,0.001049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.0,2.066666666666667,2.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.016144,none,90,HTD,,0.007041,5,,,,,,,none,PartitionTreedec,0.025752
,,,,,,,none,,DD_g1117,128,61,,ReadEL,0.081277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.169925001442312,2.16,2.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.007955,none,50,HTD,,0.229647,5,,,,,,,none,PartitionTreedec,0.320332
,,,,,,,none,,DD_g1118,248,114,,ReadEL,0.001115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.754887502163468,3.03125,3.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.021838,none,96,HTD,,0.015367,11,,,,,,,none,PartitionTreedec,0.039786
,,,,,,,none,,DD_g1119,246,113,,ReadEL,0.000915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,11.169925001442312,3.074468085106383,3.0,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.017349,none,94,HTD,,0.307723,12,,,,,,,none,PartitionTreedec,0.32745
,,,,,,,none,,DD_g111,1519,483,,ReadEL,0.033603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,24,28.509775004326936,3.9972527472527473,3.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.078722,none,364,HTD,,0.064345,32,,,,,,,none,PartitionTreedec,0.178209
,,,,,,,none,,DD_g1120,300,129,,ReadEL,0.001133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.754887502163468,2.308411214953271,2.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018707,none,107,HTD,,0.035706,7,,,,,,,none,PartitionTreedec,0.05703
,,,,,,,none,,DD_g1121,261,121,,ReadEL,0.000556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.4571428571428573,2.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.020442,none,105,HTD,,0.168235,7,,,,,,,none,PartitionTreedec,0.190727
,,,,,,,none,,DD_g1122,456,157,,ReadEL,0.000816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.629032258064516,3.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.05058,none,124,HTD,,0.097428,9,,,,,,,none,PartitionTreedec,0.150205
,,,,,,,none,,DD_g1123,302,131,,ReadEL,0.001103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,8.169925001442312,2.4018691588785046,2.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.137727,none,107,HTD,,0.020775,8,,,,,,,none,PartitionTreedec,0.161036
,,,,,,,none,,DD_g1124,846,344,,ReadEL,0.001473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,12.339850002884624,3.109090909090909,3.0,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.054618,none,275,HTD,,0.039034,13,,,,,,,none,PartitionTreedec,0.096684
,,,,,,,none,,DD_g1125,809,340,,ReadEL,0.023824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,15,18.509775004326936,3.673992673992674,3.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.056858,none,273,HTD,,0.012774,20,,,,,,,none,PartitionTreedec,0.095129
,,,,,,,none,,DD_g1126,107,45,,ReadEL,0.000679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.584962500721156,2.3783783783783785,2.0,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.006616,none,37,HTD,,0.007168,6,,,,,,,none,PartitionTreedec,0.015898
,,,,,,,none,,DD_g1127,244,106,,ReadEL,0.000498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.169925001442312,2.522727272727273,2.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.026603,none,88,HTD,,0.308454,6,,,,,,,none,PartitionTreedec,0.337037
,,,,,,,none,,DD_g1128,389,154,,ReadEL,0.03629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.0,1.9008264462809918,2.0,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.040263,none,121,HTD,,0.184213,5,,,,,,,none,PartitionTreedec,0.262268
,,,,,,,none,,DD_g1129,331,139,,ReadEL,0.014987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,5.169925001442312,2.150442477876106,2.0,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018714,none,113,HTD,,0.008802,6,,,,,,,none,PartitionTreedec,0.04401
,,,,,,,none,,DD_g112,630,266,,ReadEL,0.001953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.0,2.863013698630137,2.0,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.039885,none,219,HTD,,0.147322,10,,,,,,,none,PartitionTreedec,0.190668
,,,,,,,none,,DD_g1130,621,232,,ReadEL,0.001639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,15.754887502163468,3.397727272727273,3.0,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.032715,none,176,HTD,,0.009969,19,,,,,,,none,PartitionTreedec,0.045805
,,,,,,,none,,DD_g1131,250,112,,ReadEL,0.000531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.5869565217391304,2.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.015431,none,92,HTD,,0.030547,7,,,,,,,none,PartitionTreedec,0.047933
,,,,,,,none,,DD_g1132,223,108,,ReadEL,0.000733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.754887502163468,2.6222222222222222,2.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.015638,none,90,HTD,,0.007753,8,,,,,,,none,PartitionTreedec,0.025585
,,,,,,,none,,DD_g1133,288,118,,ReadEL,0.001006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,8.169925001442312,2.4895833333333335,2.0,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.017176,none,96,HTD,,0.141923,8,,,,,,,none,PartitionTreedec,0.16159
,,,,,,,none,,DD_g1134,355,155,,ReadEL,0.006299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,4.0,1.9310344827586208,2.0,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.016639,none,116,HTD,,0.14118,5,,,,,,,none,PartitionTreedec,0.167066
,,,,,,,none,,DD_g1135,378,148,,ReadEL,0.032418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,10.92481250360578,3.217391304347826,3.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.130391,none,115,HTD,,0.043416,12,,,,,,,none,PartitionTreedec,0.207655
,,,,,,,none,,DD_g1136,321,127,,ReadEL,0.001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.754887502163468,2.8529411764705883,3.0,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.018263,none,102,HTD,,0.206529,10,,,,,,,none,PartitionTreedec,0.227372
,,,,,,,none,,DD_g1137,488,194,,ReadEL,0.008664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,10.754887502163468,3.1337579617834397,3.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.136507,none,157,HTD,,0.047861,11,,,,,,,none,PartitionTreedec,0.194519
,,,,,,,none,,DD_g1138,204,83,,ReadEL,0.176421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,6.169925001442312,2.044776119402985,2.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.009818,none,67,HTD,,0.176757,6,,,,,,,none,PartitionTreedec,0.364453
,,,,,,,none,,DD_g1139,200,70,,ReadEL,0.000758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,7.169925001442312,2.740740740740741,2.5,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.010266,none,54,HTD,,0.233687,7,,,,,,,none,PartitionTreedec,0.246132
,,,,,,,none,,DD_g113,852,347,,ReadEL,0.017122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,12.754887502163468,2.9965635738831615,3.0,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.056015,none,291,HTD,,0.012609,14,,,,,,,none,PartitionTreedec,0.087353
,,,,,,,none,,DD_g1140,257,97,,ReadEL,0.004332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.584962500721156,2.8157894736842106,2.5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.045316,none,76,HTD,,0.408803,10,,,,,,,none,PartitionTreedec,0.45989
,,,,,,,none,,DD_g1141,408,183,,ReadEL,0.001162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,11.754887502163468,2.6357615894039736,2.0,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.024207,none,151,HTD,,0.012912,14,,,,,,,none,PartitionTreedec,0.039721
,,,,,,,none,,DD_g1142,239,104,,ReadEL,0.001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.0,1.6363636363636365,2.0,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.00906,none,77,HTD,,0.258499,4,,,,,,,none,PartitionTreedec,0.270028
,,,,,,,none,,DD_g1143,231,92,,ReadEL,0.023295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,5.584962500721156,2.5694444444444446,2.0,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.013547,none,72,HTD,,0.078373,6,,,,,,,none,PartitionTreedec,0.116829
,,,,,,,none,,DD_g1144,213,103,,ReadEL,0.000887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,4.584962500721156,2.073170731707317,2.0,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.012775,none,82,HTD,,0.113413,5,,,,,,,none,PartitionTreedec,0.12852
,,,,,,,none,,DD_g1145,335,143,,ReadEL,0.006891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.0,2.0185185185185186,2.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.02723,none,108,HTD,,0.257398,5,,,,,,,none,PartitionTreedec,0.292973
,,,,,,,none,,DD_g1146,214,107,,ReadEL,0.000897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,4.584962500721156,1.7333333333333334,2.0,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.011128,none,90,HTD,,0.259014,4,,,,,,,none,PartitionTreedec,0.27249
,,,,,,,none,,DD_g1147,203,84,,ReadEL,0.024175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,6.754887502163468,2.772727272727273,2.0,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.011937,none,66,HTD,,0.007678,7,,,,,,,none,PartitionTreedec,0.045192
,,,,,,,none,,DD_g1148,675,245,,ReadEL,0.001239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.169925001442312,2.787878787878788,2.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(FastLargestClique),success,0.049838,none,198,HTD,,0.066709,10,,,,,,,none,PartitionTreedec,0.119282
