n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
483126,486393,seed=486493 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.034936190057078,483126,14,2129,152249,152249,3.173262221755151,16,3,1,77,219.43761,0.944033,32.69372,185.799857
483619,486393,seed=486494 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2056416415628055,483619,14,3504,152367,152367,3.1740403105659363,16,3,1,81,219.717043,0.940637,32.629937,186.146469
483606,486393,seed=486495 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.273152454441838,483606,14,1264,152662,152662,3.167821723808151,17,3.0,1,82,219.298559,0.980626,32.648049,185.669884
483328,486393,seed=486496 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.19835972146708,483328,15,2684,152657,152657,3.1661044039906456,15,3,1,88,220.052101,0.98035,32.848762,186.222989
482558,486393,seed=486497 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.26221643929238,482558,13,4321,152172,152172,3.171135294272271,18,3.0,1,87,220.09947,1.04827,32.760829,186.290371
483520,486393,seed=486498 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.23427889470302,483520,14,2760,152502,152502,3.170581369424663,16,3.0,1,79,220.129428,1.055538,32.633102,186.440788
483524,486393,seed=486499 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2655828333377,483524,13,2589,152668,152668,3.1671601121387587,17,3.0,1,82,219.476923,0.989715,32.645421,185.841787
483262,486393,seed=486500 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.266813157981043,483262,13,3711,152455,152455,3.1698665179889147,18,3,1,90,220.547868,0.994248,33.203807,186.349813
483533,486393,seed=486501 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.296305287814864,483533,13,1861,152407,152407,3.1726429888390952,17,3,1,85,220.076727,0.984705,33.176272,185.91575
483197,486393,seed=486502 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.378148172452261,483197,14,10369,152390,152390,3.1707920467222257,16,3.0,1,86,220.105658,0.976869,33.146701,185.982088
