n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
219750,221390,seed=221490 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.35764818217329,219750,12,954,69121,69121,3.1792074767436813,16,3,1,100,91.499211,0.392971,7.213259,83.892981
220097,221390,seed=221491 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.21397455500101,220097,12,2256,69326,69326,3.174811758936041,15,3.0,1,72,93.30675,0.395002,7.239733,85.672015
220155,221390,seed=221492 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.164767583878152,220155,13,1048,69595,69595,3.1633738055894822,16,3,1,72,77.468935,0.380487,7.283378,69.80507
219957,221390,seed=221493 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.240032827955596,219957,12,4531,69453,69453,3.166990626754784,15,3,1,73,130.86535,0.370325,7.238215,123.25681
219907,221390,seed=221494 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.044360022533909,219907,12,1125,69229,69229,3.176515622065897,16,3,1,67,72.15633,0.386026,7.197991,64.572313
220051,221390,seed=221495 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.276284323047224,220051,13,3503,69414,69414,3.1701241824415822,15,3.0,1,78,114.15541,0.380393,7.233902,106.541115
220120,221390,seed=221496 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.433297312873712,220120,15,3503,69405,69405,3.1715294287155102,16,3,1,82,115.032035,0.37927,7.224715,107.42805
219815,221390,seed=221497 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.022017291066282,219815,12,1033,69400,69400,3.167363112391931,15,3.0,1,68,70.028606,0.379631,7.26621,62.382765
220123,221390,seed=221498 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.178797833102812,220123,14,3643,69408,69408,3.1714355693868144,15,3.0,1,73,100.615046,0.387392,7.304138,92.923516
219968,221390,seed=221499 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.9774598733830375,219968,12,861,69343,69343,3.172173110479789,16,3,1,73,65.896237,0.409938,7.226111,58.260188
