n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
621031,632311,seed=632411 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.5180809375182776,621031,16,12034,188071,188071,3.302109309781944,16,3,1,56,240.110968,1.215986,51.966692,186.92829
620787,632311,seed=632412 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.266437702321464,620787,13,3057,187511,187511,3.310669774039923,16,3,1,54,239.89358,1.23123,51.589488,187.072862
617959,632311,seed=632413 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.318287929409749,617959,14,1494,186768,186768,3.308698492247066,17,3.0,1,51,238.621518,1.222359,50.607619,186.79154
621093,632311,seed=632414 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.459212084360098,621093,16,9770,187482,187482,3.3128140301468942,16,3.0,1,69,239.702409,1.246638,51.52621,186.929561
621094,632311,seed=632415 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.53023102169558,621094,16,8077,187688,187688,3.3091833255189465,17,3.0,1,61,239.613249,1.479953,51.320051,186.813245
620279,632311,seed=632416 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.34713572769152,620279,15,6155,187552,187552,3.307237459477905,16,3.0,1,59,239.906081,1.255307,51.556725,187.094049
618447,632311,seed=632417 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.370618035531828,618447,17,1941,186931,186931,3.308423963922517,17,3,1,58,240.908208,1.24547,52.48533,187.177408
616985,632311,seed=632418 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.326100846743233,616985,15,2300,186243,186243,3.3127956486955212,16,3,1,52,239.586334,1.252274,51.484291,186.849769
620634,632311,seed=632419 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.53992630960645,620634,18,10593,187270,187270,3.3141133123297912,17,3.0,1,63,240.292812,1.247168,52.0026,187.043044
620704,632311,seed=632420 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.317348641114611,620704,14,1343,187617,187617,3.308356918616117,16,3,1,50,239.491205,1.236861,51.396957,186.857387
