n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
215975,221390,seed=221490 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.488137567435017,215975,15,875,65248,65248,3.3100631436978913,15,3.0,1,62,54.867123,0.388976,6.714761,47.763386
217370,221390,seed=221491 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.345258030141574,217370,14,2043,65690,65690,3.3090272492007915,15,3.0,1,50,55.014247,0.370223,6.817277,47.826747
217749,221390,seed=221492 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.285106706159338,217749,13,984,65835,65835,3.3074960127591706,15,3,1,51,50.841335,0.372746,6.82961,43.638979
214699,221390,seed=221493 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.421525077237584,214699,14,4141,65059,65059,3.3000660938532715,16,3,1,50,62.956774,0.36442,6.648137,55.944217
217176,221390,seed=221494 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.160128078066631,217176,13,1064,65585,65585,3.311366928413509,15,3,1,48,49.457225,0.35864,6.758174,42.340411
217134,221390,seed=221495 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.416107586752468,217134,13,3293,65733,65733,3.3032723289671853,16,3,1,53,61.193396,0.356963,6.755038,54.081395
217760,221390,seed=221496 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.530069250394849,217760,15,3259,65848,65848,3.307010083829425,15,3.0,1,60,62.828936,0.380195,6.945734,55.503007
216386,221390,seed=221497 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.1789078935333395,216386,13,940,65598,65598,3.298667642306168,16,3.0,1,46,47.026969,0.346192,6.853683,39.827094
217386,221390,seed=221498 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.306515511671847,217386,14,3285,65628,65628,3.312397147558969,15,3.0,1,50,56.20406,0.357896,6.853146,48.993018
215036,221390,seed=221499 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.167483584574124,215036,12,802,64878,64878,3.314467153734702,16,3.0,1,46,48.152039,0.33743,6.634261,41.180348
