n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
264860,374148,seed=374248 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.1895411032319725,264860,113,53873,189389,189389,1.398497272808875,7,1,1,362,209.202572,0.648164,23.115494,185.438914
257278,374148,seed=374249 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.303626581104235,257278,120,31168,183258,183258,1.4039114254220826,6,1.0,1,366,218.782531,0.637435,21.795423,196.349673
350711,374148,seed=374250 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.81545077194135,350711,108,256942,267896,267896,1.309131155373727,7,1.0,1,373,230.168874,0.926848,42.125697,187.116329
245529,374148,seed=374251 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.84348876037737,245529,105,25313,173093,173093,1.4184802389466935,7,1,1,332,205.188583,0.601523,19.866384,184.720676
266588,374148,seed=374252 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.336699525450717,266588,122,51942,190918,190918,1.3963481704187137,6,1.0,1,379,209.632835,0.672933,23.368194,185.591708
273304,374148,seed=374253 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.928376863495027,273304,115,42599,197143,197143,1.3863236330988167,7,1,1,369,211.284852,0.684408,24.752575,185.847869
252169,374148,seed=374254 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.022060309405663,252169,111,16830,178148,178148,1.4155028403350023,7,1.0,1,330,206.903471,0.604683,20.842062,185.456726
316882,374148,seed=374255 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.560786061416354,316882,96,201149,235605,235605,1.344971456463148,7,1,1,338,249.431557,0.859228,33.899559,214.67277
265706,374148,seed=374256 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.269435458077506,265706,109,54789,190721,190721,1.3931659334839896,7,1,1,364,209.771558,0.672959,23.480065,185.618534
342043,374148,seed=374257 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.00107054012215,342043,101,234265,259682,259682,1.3171609892098797,7,1.0,1,355,258.161952,0.990459,40.39762,216.773873
