n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
126855,170300,seed=170400 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.1055289508053985,126855,72,39444,91880,91880,1.3806595559425336,6,1.0,1,269,188.470234,0.300327,5.910952,182.258955
150821,170300,seed=170401 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.956025369978859,150821,68,71682,113520,113520,1.3285852713178294,6,1.0,1,265,192.175564,0.373149,8.399921,183.402494
110842,170300,seed=170402 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.537575664306966,110842,68,8592,77976,77976,1.4214886631784138,6,1.0,1,239,114.508331,0.237666,4.523993,109.746672
117841,170300,seed=170403 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.268549681869537,117841,86,29340,84085,84085,1.401450912766843,5,1,1,266,157.212549,0.268491,5.073097,151.870961
119022,170300,seed=170404 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.339284452504887,119022,84,20217,84914,84914,1.4016769908377888,6,1.0,1,281,183.398688,0.259795,5.16609,177.972803
126121,170300,seed=170405 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.9098832103969094,126121,72,51762,91104,91104,1.3843629258868986,6,1.0,1,263,188.393955,0.301283,5.821967,182.270705
113190,170300,seed=170406 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.52620002749347,113190,69,10125,80019,80019,1.414539046976343,7,1,1,273,118.388117,0.23589,4.712075,113.440152
110776,170300,seed=170407 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.796300086996571,110776,71,14479,78164,78164,1.417225321119697,7,1.0,1,278,136.370808,0.258592,4.481619,131.630597
127515,170300,seed=170408 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.634851005899259,127515,79,34745,92554,92554,1.3777362404650257,6,1.0,1,294,188.748004,0.311528,6.012381,182.424095
116064,170300,seed=170409 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.027858970782646,116064,72,19386,82451,82451,1.4076724357497181,6,1,1,272,161.882093,0.258576,5.023269,156.600248
