n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
314894,486393,seed=486493 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.6331792158066785,314894,107,39593,221476,221476,1.4217973956546082,7,1.0,1,365,218.719778,0.781666,31.747743,186.190369
343064,486393,seed=486494 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.044641296349748,343064,114,73454,245983,245983,1.3946654850131919,6,1,1,361,257.159153,0.888605,37.784917,218.485631
326082,486393,seed=486495 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.09896045217301,326082,129,18980,231062,231062,1.411231617487947,6,1.0,1,423,221.941534,0.832681,34.171344,186.937509
330969,486393,seed=486496 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.061233356334177,330969,115,52202,234774,234774,1.409734468041606,6,1.0,1,404,222.763704,0.80579,35.136321,186.821593
337302,486393,seed=486497 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.157928869858031,337302,134,95322,240545,240545,1.4022407449749528,7,1,1,477,224.276037,0.841386,36.605389,186.829262
329233,486393,seed=486498 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.081253960370605,329233,122,53738,233564,233564,1.4096050761247452,6,1.0,1,431,239.166889,0.869941,34.805398,203.49155
330957,486393,seed=486499 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.406325393319515,330957,126,50618,235432,235432,1.4057434843181895,6,1.0,1,438,223.083279,0.889587,35.2171,186.976592
359627,486393,seed=486500 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.59017048993748,359627,117,78020,260074,260074,1.382787206718088,6,1.0,1,400,230.609749,1.003909,42.097409,187.508431
333057,486393,seed=486501 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.356224045376279,333057,137,31930,236952,236952,1.4055884736149094,6,1.0,1,439,239.941822,0.895552,35.84941,203.19686
385202,486393,seed=486502 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.523862245169532,385202,131,205872,281805,281805,1.3669097425524743,7,1,1,444,237.635373,1.036379,48.692393,187.906601
