n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
98589,100769,seed=100869 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.750592520519922,98589,29,4228,40083,40083,2.459621285831899,13,2,1,180,100.368524,0.268491,0.169889,99.930144
98505,100769,seed=100870 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.63254586642105,98505,30,8906,40171,40171,2.4521420925543302,11,2,1,165,155.113773,0.259208,0.167707,154.686858
98258,100769,seed=100871 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.534920952571543,98258,33,3855,39976,39976,2.457924754852912,11,2.0,1,178,91.377863,0.270755,0.177943,90.929165
99046,100769,seed=100872 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,9.29157422472021,99046,30,15089,40566,40566,2.441601341024503,13,2.0,1,162,181.592858,0.260832,0.173745,181.158281
98179,100769,seed=100873 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.071331964133647,98179,24,6027,39926,39926,2.4590241947603064,12,2.0,1,144,107.366253,0.261334,0.164582,106.940337
97960,100769,seed=100874 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.06996018729499,97960,28,3265,39937,39937,2.4528632596339235,12,2,1,148,43.453459,0.258267,0.165458,43.029734
98386,100769,seed=100875 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.1745234704839,98386,27,4901,40029,40029,2.4578680456668915,11,2,1,146,48.988072,0.264453,0.163688,48.559931
98268,100769,seed=100876 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.277497879982041,98268,30,5420,40094,40094,2.450940290317753,11,2.0,1,151,96.804085,0.261136,0.165922,96.377027
98232,100769,seed=100877 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.0558384547849,98232,25,4944,39865,39865,2.464116392825787,13,2,1,143,84.699935,0.255477,0.160913,84.283545
98166,100769,seed=100878 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.042527702905062,98166,24,2121,40068,40068,2.4499850254567237,11,2.0,1,149,36.088687,0.275226,0.191501,35.62196
