n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
1120,1165,seed=1265 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.3881278538812785,1120,9,211,438,438,2.557077625570776,10,2.0,1,26,0.119429,0.002498,0.001276,0.115655
1147,1165,seed=1266 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,7.050328227571116,1147,13,104,457,457,2.509846827133479,8,2,1,46,0.145334,0.002587,0.001381,0.141366
1104,1165,seed=1267 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.276315789473684,1104,9,217,456,456,2.4210526315789473,8,2.0,1,28,0.125241,0.002615,0.001317,0.121309
1118,1165,seed=1268 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.380952380952381,1118,10,108,462,462,2.41991341991342,8,2.0,1,28,0.116615,0.002654,0.001317,0.112644
1144,1165,seed=1269 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.6347826086956525,1144,12,145,460,460,2.4869565217391303,8,2.0,1,32,0.124966,0.002581,0.001373,0.121012
1103,1165,seed=1270 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.123893805309734,1103,10,163,452,452,2.440265486725664,9,2.0,1,28,0.118918,0.002587,0.001248,0.115083
1118,1165,seed=1271 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.663736263736264,1118,13,165,455,455,2.4571428571428573,8,2,1,37,0.097566,0.002666,0.001348,0.093552
1152,1165,seed=1272 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.862068965517241,1152,11,229,464,464,2.4827586206896552,9,2.0,1,32,0.133422,0.002727,0.001393,0.129302
1156,1165,seed=1273 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.861538461538462,1156,12,339,455,455,2.5406593406593405,8,2,1,44,0.185941,0.002723,0.00148,0.181738
1125,1165,seed=1274 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.568888888888889,1125,11,115,450,450,2.5,8,2.0,1,32,0.120521,0.002571,0.001305,0.116645
