n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
67572,100769,seed=100869 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.833684649900866,67572,68,11002,47915,47915,1.4102473129500157,6,1,1,218,43.813878,0.297017,0.136779,43.380082
69590,100769,seed=100870 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.645223700120919,69590,66,24607,49620,49620,1.402458686013704,6,1.0,1,176,48.928626,0.266265,0.131747,48.530614
65930,100769,seed=100871 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.863033053605069,65930,65,9871,46712,46712,1.4114146257920877,6,1.0,1,187,36.879098,0.277516,0.128426,36.473156
82205,100769,seed=100872 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.659733324543042,82205,65,39058,60673,60673,1.3548860283816524,6,1,1,199,77.605407,0.33216,0.167326,77.105921
66550,100769,seed=100873 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.070961678130474,66550,54,16525,46814,46814,1.4215832870508822,6,1.0,1,162,36.014822,0.253619,0.121357,35.639846
64211,100769,seed=100874 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.133569923477875,64211,53,8119,45085,45085,1.424220916047466,6,1,1,163,30.165082,0.253185,0.119297,29.7926
64834,100769,seed=100875 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.160838699751643,64834,54,13136,45499,45499,1.424954394602079,6,1,1,173,32.402831,0.243103,0.116555,32.043173
66935,100769,seed=100876 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.344290071162318,66935,60,14678,47216,47216,1.4176338529312098,7,1.0,1,171,38.622418,0.259282,0.126482,38.236654
64755,100769,seed=100877 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,5.979070943346451,64755,57,13193,45487,45487,1.4235935542022995,5,1,1,161,31.581618,0.249866,0.11742,31.214332
62112,100769,seed=100878 alpha=0.55 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,6.009710309111506,62112,48,4951,43253,43253,1.4360159988902503,5,1,1,166,24.935177,0.234749,0.108675,24.591753
