n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
368668,374148,seed=374248 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.624547069271759,368668,16,2672,112600,112600,3.274138543516874,15,3.0,1,73,137.613255,0.716921,18.916707,117.979627
367736,374148,seed=374249 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.633978035658708,367736,14,1812,112455,112455,3.270072473433818,15,3,1,61,133.318783,0.667538,18.642213,114.009032
370162,374148,seed=374250 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.137632168893753,370162,14,31561,113302,113302,3.26703853418298,15,3.0,1,66,203.929684,0.690647,18.963647,184.27539
368957,374148,seed=374251 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4974550990962285,368957,13,1526,112971,112971,3.265944357401457,16,3,1,57,120.784359,0.713397,19.015934,101.055028
369525,374148,seed=374252 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.644896947814621,369525,13,2650,113001,113001,3.2701038043911117,16,3,1,62,143.875644,0.691316,19.001669,124.182659
369331,374148,seed=374253 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.7049469494845635,369331,15,2251,112817,112817,3.2737176134802377,16,3,1,71,149.602083,0.737669,18.844443,130.019971
369168,374148,seed=374254 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.567156231974087,369168,14,1181,112685,112685,3.2761059590894974,16,3,1,70,123.753062,0.695404,18.808067,104.249591
368803,374148,seed=374255 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.665602412309876,368803,17,12708,112755,112755,3.2708349962307657,15,3,1,62,203.258334,0.735167,18.877834,183.645333
369040,374148,seed=374256 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.656050110146774,369040,13,2764,113031,113031,3.2649450150843573,15,3,1,65,139.838872,0.7187,18.875237,120.244935
370068,374148,seed=374257 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.086987651483678,370068,16,20059,113131,113131,3.2711458397786637,15,3,1,79,204.125282,0.763972,19.024403,184.336907
