n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
524179,632311,seed=632411 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.02262719118974,524179,133,284091,389001,389001,1.3475003920298405,6,1,1,506086,276.354589,1.569253,89.680783,185.104553
423441,632311,seed=632412 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.870892191076088,423441,121,74196,299734,299734,1.4127226140511253,7,1.0,1,416,253.600751,1.115861,56.626857,195.858033
413823,632311,seed=632413 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.854879763987514,413823,124,27736,291510,291510,1.4195842338170217,7,1.0,1,435,243.092516,1.03734,53.870091,188.185085
493498,632311,seed=632414 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.433343616166837,493498,133,248377,359823,359823,1.3715020996434357,7,1,1,499,298.175173,1.45351,78.397052,218.324611
502436,632311,seed=632415 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.914737563411906,502436,141,212997,369213,369213,1.3608296565938902,6,1,1,501,355.310499,1.436121,81.759237,272.115141
462984,632311,seed=632416 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.213519911305546,462984,135,167048,333730,333730,1.3873011116771043,7,1.0,1,475,285.407248,1.213276,68.499564,215.694408
430020,632311,seed=632417 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.264352767121853,430020,143,39942,305516,305516,1.4075203917307113,8,1.0,1,462,248.893751,1.169075,58.466688,189.257988
420754,632311,seed=632418 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.993945916857258,420754,149,50328,297320,297320,1.415155388133997,6,1.0,1,486,245.567895,1.094275,55.736276,188.737344
523342,632311,seed=632419 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.221736195908106,523342,141,261416,388182,388182,1.3481871905446414,6,1.0,1,505143,276.291143,1.687068,89.781161,184.822914
418079,632311,seed=632420 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.899233894330954,418079,141,23103,295129,295129,1.4165974878781822,7,1,1,453,244.739262,1.048301,55.051444,188.639517
