n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
601101,822004,seed=822104 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.777085083015699,601101,146,133899,433412,433412,1.3869043773591871,7,1.0,1,617,356.436036,1.745982,114.330474,240.35958
556642,822004,seed=822105 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.105874780810671,556642,128,110768,394636,394636,1.4105200741949544,7,1.0,1,636,290.533214,1.46361,97.138739,191.930865
595486,822004,seed=822106 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.574679727304341,595486,140,107878,428463,428463,1.3898189575295883,7,1,1,624,312.26952,1.753573,112.162742,198.353205
600138,822004,seed=822107 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.068037252371143,600138,128,255940,431543,431543,1.3906794919625622,7,1,1,609,372.958372,1.646263,113.258742,258.053367
579261,822004,seed=822108 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.771191324076508,579261,154,45413,414757,414757,1.3966274228041962,8,1,1,680,300.416251,1.598045,105.564055,193.254151
544965,822004,seed=822109 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.156733557109751,544965,145,27752,384908,384908,1.4158318351398256,7,1.0,1,650,285.997014,1.495457,92.54061,191.960947
617456,822004,seed=822110 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.863014861805985,617456,143,158227,447523,447523,1.379719031200631,6,1,1,674,431.705063,1.818934,121.07773,308.808399
555346,822004,seed=822111 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2509413056321135,555346,143,45572,394399,394399,1.4080816634930615,7,1,1,621,290.194884,1.557648,96.378633,192.258603
634479,822004,seed=822112 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.632104682040833,634479,137,276632,462811,462811,1.3709246323013067,7,1,1,611273,316.451885,1.796611,128.411138,186.244136
615974,822004,seed=822113 alpha=0.55 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.682864530142775,615974,148,179775,447487,447487,1.3765182005287304,7,1,1,666,444.733336,1.814759,121.463509,321.455068
