n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
619023,632311,seed=632411 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.277692521766788,619023,49,80386,251530,251530,2.461030493380511,13,2.0,1,276,296.292202,1.591923,68.58567,226.114609
615271,632311,seed=632412 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.170629348119117,615271,39,17539,248527,248527,2.475670651478511,14,2,1,230,259.374575,1.512696,67.701356,190.160523
615738,632311,seed=632413 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.177430153263924,615738,42,7498,249439,249439,2.468491294464779,12,2,1,237,259.523817,1.506615,67.537588,190.479614
617848,632311,seed=632414 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.887711771308958,617848,55,65822,250329,250329,2.468143922597861,14,2,1,301,261.361765,1.565923,68.226406,191.569436
618711,632311,seed=632415 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.109158887445094,618711,58,53266,250882,250882,2.4661434459227842,13,2.0,1,340,260.974989,1.534229,68.547343,190.893417
617176,632311,seed=632416 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.476887528484031,617176,47,39875,250579,250579,2.46299969271168,12,2,1,272,258.6471,1.471039,67.043949,190.132112
616325,632311,seed=632417 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.43691267912411,616325,56,10127,249757,249757,2.467698603042157,14,2,1,292,259.225805,1.495727,67.559483,190.170595
615368,632311,seed=632418 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.30635366554536,615368,49,12424,248817,248817,2.473175064404763,13,2,1,278,261.675769,1.459823,68.387506,191.82844
619617,632311,seed=632419 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.330658118706353,619617,49,70804,251444,251444,2.4642345810597988,13,2.0,1,295,289.082008,1.558946,68.640192,218.88287
615328,632311,seed=632420 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.229714872683791,615328,52,6526,249222,249222,2.4689955140396913,15,2.0,1,287,259.251712,1.51912,67.512181,190.220411
