n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
216116,221390,seed=221490 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.70194693098284,216116,48,3676,87471,87471,2.4707160087343234,12,2,1,221,192.528972,0.432907,8.896742,183.199323
215613,221390,seed=221491 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.44821079356366,215613,37,10524,87441,87441,2.4658112327169177,11,2,1,193,192.512061,0.480036,8.867499,183.164526
215421,221390,seed=221492 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.161961588235968,215421,44,4268,87317,87317,2.4671140785872168,12,2,1,203,161.311691,0.471296,8.929845,151.91055
215937,221390,seed=221493 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.615788632367382,215937,39,22029,87582,87582,2.4655408645612114,13,2.0,1,187,192.687541,0.438078,9.025577,183.223886
214984,221390,seed=221494 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.930668016194332,214984,33,4658,86944,86944,2.472672064777328,13,2.0,1,172,147.659226,0.48333,8.887177,138.288719
215953,221390,seed=221495 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.65163027357565,215953,42,17460,87654,87654,2.4636981769229016,12,2.0,1,196,197.397112,0.472387,9.008201,187.916524
216120,221390,seed=221496 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.859135476948715,216120,40,17029,87609,87609,2.466869842139506,12,2,1,218,194.545598,0.451871,8.910141,185.183586
214855,221390,seed=221497 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.83348642814495,214855,29,4171,87092,87092,2.4669889312451203,13,2.0,1,165,135.452844,0.430283,8.930235,126.092326
215675,221390,seed=221498 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.306482129138047,215675,38,17975,87209,87209,2.473081906683943,12,2,1,178,192.189688,0.417503,8.906005,182.86618
214727,221390,seed=221499 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.814905230188158,214727,31,3500,86842,86842,2.4726169365053776,15,2.0,1,183,120.980562,0.456635,8.857945,111.665982
