n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
804383,822004,seed=822104 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.874186603892104,804383,53,29838,327946,327946,2.452791008275753,13,2.0,1,404,314.540949,2.296258,117.644128,194.600563
802497,822004,seed=822105 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.464962972475494,802497,39,24889,327054,327054,2.453714065567154,14,2.0,1,349,314.295512,2.026696,117.935585,194.333231
804467,822004,seed=822106 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.924700421194533,804467,50,23284,327877,327877,2.453563378950033,14,2,1,384,313.427252,2.434949,116.757953,194.23435
803433,822004,seed=822107 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.646138538919816,803433,41,59923,327648,327648,2.452122399648403,13,2.0,1,347,316.07635,2.022438,119.937418,194.116494
804741,822004,seed=822108 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.877789831665428,804741,58,11191,328156,328156,2.4523123148746326,15,2.0,1,412,315.18005,2.036223,118.67592,194.467907
802280,822004,seed=822109 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.454597718724198,802280,47,7436,327010,327010,2.4533806305617567,13,2.0,1,353,315.16201,1.99201,118.463039,194.706961
805439,822004,seed=822110 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.987847058501432,805439,49,35168,328727,328727,2.4501759818937905,13,2,1,383,316.566075,2.197419,119.430876,194.93778
802778,822004,seed=822111 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.524246957085655,802778,48,11225,326907,326907,2.455676996821726,16,2,1,300,315.129278,2.330359,118.269379,194.52954
805231,822004,seed=822112 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.978616773486383,805231,53,66361,328435,328435,2.4517210406929832,14,2,1,357,315.865727,2.234848,118.976791,194.654088
805194,822004,seed=822113 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.929032454391917,805194,52,40137,328615,328615,2.4502655082695557,12,2,1,433,316.055301,2.216892,119.178301,194.660108
