n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
128032,131000,seed=131100 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.407792706333973,128032,36,3038,52100,52100,2.4574280230326297,11,2.0,1,194,101.465868,0.233086,3.464455,97.768327
127644,131000,seed=131101 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.145876726066497,127644,29,3026,51852,51852,2.461698680860912,12,2.0,1,189,89.432153,0.218187,3.39346,85.820506
127525,131000,seed=131102 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.080411101274105,127525,26,1761,51958,51958,2.4543862350359906,11,2.0,1,172,69.530229,0.238419,3.37425,65.91756
127931,131000,seed=131103 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.180683803344147,127931,30,3009,52091,52091,2.455913689504905,12,2,1,174,88.651491,0.236906,3.428117,84.986468
129036,131000,seed=131104 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,10.140959660939984,129036,39,15059,52852,52852,2.441459169000227,13,2.0,1,199,185.689926,0.26365,3.462902,181.963374
127703,131000,seed=131105 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.541997806300152,127703,38,2973,51967,51967,2.4573864183039236,12,2,1,208,101.937047,0.230302,3.403913,98.302832
128002,131000,seed=131106 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.616387052394238,128002,36,5792,52334,52334,2.445866931631444,12,2.0,1,189,136.676716,0.263491,3.449496,132.963729
128216,131000,seed=131107 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.591743382648472,128216,31,7466,52249,52249,2.4539417022335357,11,2,1,203,148.81902,0.263557,3.438356,145.117107
128567,131000,seed=131108 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.408183880005337,128567,43,12412,52469,52469,2.4503421067678057,13,2,1,223,185.855827,0.263298,3.691108,181.901421
128222,131000,seed=131109 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.888702129691529,128222,32,8843,52355,52355,2.449087957215166,11,2,1,184,185.476633,0.250947,3.418707,181.806979
