n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
67903,100769,seed=100869 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.856817050920551,67903,52,10949,48232,48232,1.4078412672084923,6,1.0,1,293,124.448885,0.2656,0.143483,124.039802
70070,100769,seed=100870 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.4970762576097405,70070,52,24641,49936,49936,1.4031960909964756,6,1.0,1,233,125.951918,0.270548,0.132435,125.548935
66783,100769,seed=100871 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.86594708994709,66783,57,9790,47250,47250,1.4133968253968254,6,1.0,1,228,109.41335,0.260439,0.129141,109.02377
82684,100769,seed=100872 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.700481983015837,82684,53,39042,60998,60998,1.355519853109938,8,1.0,1,251,160.903173,0.341465,0.178689,160.383019
67039,100769,seed=100873 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.106480499087552,67039,46,16505,47126,47126,1.4225480626405806,5,1.0,1,204,100.584718,0.252567,0.120375,100.211776
64718,100769,seed=100874 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.161151839376528,64718,44,8037,45423,45423,1.4247848006516521,6,1,1,210,84.805236,0.248708,0.118457,84.438071
65610,100769,seed=100875 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.207216182267077,65610,45,13062,46174,46174,1.4209295274396847,6,1.0,1,229,91.146289,0.255999,0.120895,90.769395
67467,100769,seed=100876 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.39228606203047,67467,49,14605,47654,47654,1.415767826415411,6,1.0,1,217,108.784892,0.266125,0.124824,108.393943
65456,100769,seed=100877 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,6.0092757914906585,65456,45,13159,45926,45926,1.4252493141140095,6,1.0,1,196,88.474529,0.268664,0.160497,88.045368
62833,100769,seed=100878 alpha=0.55 t=0.2 coords=True,partition:max_radius weighted_treewidth:htd,5.937554405094607,62833,39,4950,43654,43654,1.4393411829385623,5,1.0,1,216,32.260389,0.249513,0.113445,31.897431
