n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
5173,5623,seed=5723 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.526517571884984,5173,11,172,1565,1565,3.3054313099041535,13,3,1,42,0.567829,0.009913,0.005552,0.552364
5604,5623,seed=5724 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.229621125143513,5604,10,439,1742,1742,3.21699196326062,13,3.0,1,34,0.615638,0.010542,0.005956,0.59914
5566,5623,seed=5725 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,5.942956926658906,5566,9,159,1718,1718,3.239813736903376,12,3.0,1,31,0.422767,0.010293,0.005757,0.406717
5606,5623,seed=5726 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.606896551724138,5606,9,269,1740,1740,3.22183908045977,13,3.0,1,35,0.556776,0.010505,0.005917,0.540354
5547,5623,seed=5727 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.3325471698113205,5547,9,185,1696,1696,3.27063679245283,12,3.0,1,38,0.536166,0.010413,0.005902,0.519851
5285,5623,seed=5728 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.008684863523573,5285,10,218,1612,1612,3.2785359801488836,11,3.0,1,32,0.428961,0.00984,0.005523,0.413598
5517,5623,seed=5729 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.396891811117753,5517,10,210,1673,1673,3.2976688583383145,13,3,1,35,0.545788,0.010245,0.005913,0.52963
5467,5623,seed=5730 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.409885473176613,5467,9,219,1659,1659,3.2953586497890295,14,3,1,37,0.546432,0.01051,0.006004,0.529918
5564,5623,seed=5731 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,6.64906103286385,5564,10,461,1704,1704,3.2652582159624415,12,3.0,1,40,0.670745,0.011187,0.006258,0.6533
5549,5623,seed=5732 alpha=0.95 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,5.9640933572710955,5549,9,118,1671,1671,3.3207660083782167,13,3,1,31,0.425708,0.010758,0.005932,0.409018
