n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
86783,131000,seed=131100 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.556332836383296,86783,59,7687,61039,61039,1.4217631350448074,6,1,1,280,125.058197,0.172417,2.879399,122.006381
83811,131000,seed=131101 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.30729566835698,83811,59,7782,58569,58569,1.4309788454643242,6,1,1,284,104.516448,0.161996,2.698694,101.655758
81715,131000,seed=131102 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.176790140820309,81715,51,4044,56881,56881,1.4365956997943075,5,1,1,277,75.327187,0.155775,2.610349,72.561063
84408,131000,seed=131103 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.445709638064254,84408,58,7514,59016,59016,1.4302562017080114,6,1.0,1,264,67.066301,0.172709,2.734973,64.158619
107561,131000,seed=131104 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.198807356725881,107561,64,42365,79655,79655,1.3503358232377127,6,1,1,307,193.583678,0.257535,4.624938,188.701205
86250,131000,seed=131105 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.640865392543245,86250,63,8540,60643,60643,1.4222581336675297,6,1,1,280,122.065069,0.18058,2.851789,119.0327
88877,131000,seed=131106 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.097620142379223,88877,61,16352,63071,63071,1.4091579331229884,6,1,1,280,174.393022,0.19403,3.047323,171.151669
90366,131000,seed=131107 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.718762173364289,90366,59,21839,64177,64177,1.4080745438396933,6,1,1,299,167.003407,0.191526,3.131022,163.680859
98950,131000,seed=131108 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.817430848178898,98950,76,35782,71907,71907,1.3760829960921745,6,1,1,305,185.75168,0.220379,3.763642,181.767659
94282,131000,seed=131109 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.177364964799148,94282,57,25918,67612,67612,1.3944566053363308,6,1.0,1,250,185.226895,0.21341,3.403751,181.609734
