n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
217855,221390,seed=221490 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.257276392149913,217855,39,3801,90292,90292,2.41278297080583,12,2.0,1,303,193.350019,0.447925,9.282041,183.620053
217334,221390,seed=221491 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.019554221555222,217334,30,10931,89955,89955,2.416030237340893,12,2,1,277,193.188119,0.437921,9.310435,183.439763
217357,221390,seed=221492 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.840033342595165,217357,35,4444,89975,89975,2.415748819116421,13,2,1,292,193.212534,0.453009,9.311416,183.448109
217619,221390,seed=221493 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.255111760926873,217619,30,23098,90282,90282,2.410436188830553,13,2.0,1,259,193.573475,0.486494,9.467353,183.619628
216814,221390,seed=221494 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.534539620287013,216814,25,4943,89752,89752,2.4157010428736965,15,2.0,1,245,193.272586,0.45463,9.328533,183.489423
217593,221390,seed=221495 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.334256070689063,217593,34,18324,90311,90311,2.409374273344332,13,2,1,286,193.264932,0.453147,9.231191,183.580594
217882,221390,seed=221496 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.474895698460653,217882,34,17882,90363,90363,2.4111859942675653,12,2,1,306,193.382349,0.450476,9.332241,183.599632
216882,221390,seed=221497 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.433999888598006,216882,23,4410,89765,89765,2.4161087283462375,13,2,1,249,193.020268,0.445553,9.220373,183.354342
217466,221390,seed=221498 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.939117673218892,217466,30,18830,89944,89944,2.41779329360491,11,2.0,1,265,194.051888,0.487711,9.275747,184.28843
216762,221390,seed=221499 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.42726988522174,216762,26,3710,89564,89564,2.420191148229199,13,2.0,1,260,192.801161,0.455036,9.189819,183.156306
