n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
620560,632311,seed=632411 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.4714941332324,620560,42,81542,253632,253632,2.4466944234166035,13,2.0,1,314,304.672262,1.648801,69.040339,233.983122
617178,632311,seed=632412 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.33684940128586,617178,35,17755,251038,251038,2.458504290187143,14,2.0,1,258,260.415059,1.50941,68.506377,190.399272
617511,632311,seed=632413 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.360721490635871,617511,36,7560,251812,251812,2.452269947421092,13,2.0,1,281,261.647459,1.446969,68.527742,191.672748
619282,632311,seed=632414 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.096269664345023,619282,49,66961,252551,252551,2.4521067032005415,14,2,1,354,262.119073,1.563408,69.29793,191.257735
620052,632311,seed=632415 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.286309547341371,620052,51,53951,252950,252950,2.451282862225736,13,2.0,1,382,261.704848,1.630076,69.086333,190.988439
618872,632311,seed=632416 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.673800472334415,618872,42,40450,252787,252787,2.4481955163833584,13,2,1,320,260.504852,1.481105,68.401295,190.622452
618014,632311,seed=632417 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.612216894895681,618014,50,10273,252159,252159,2.450890112984268,14,2,1,305,260.103174,1.666393,67.73845,190.698331
617178,632311,seed=632418 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.498084748867175,617178,43,12675,251142,251142,2.4574862030245836,13,2.0,1,332,260.554823,1.470832,68.211944,190.872047
621032,632311,seed=632419 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.484714126377936,621032,44,71887,253731,253731,2.4476000173412,12,2,1,331,300.493384,1.572304,68.755551,230.165529
617693,632311,seed=632420 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.388646738914693,617693,45,6770,251910,251910,2.452038426422135,15,2.0,1,315,260.685554,1.519361,68.295,190.871193
