n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
628880,632311,seed=632411 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.395091931700674,628880,14,13071,198245,198245,3.17223637418346,16,3,1,86,247.336949,1.348803,55.33221,190.655936
628675,632311,seed=632412 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.130251124248396,628675,12,3308,197910,197910,3.1765701581526957,15,3.0,1,90,244.789258,1.300194,55.133123,188.355941
628392,632311,seed=632413 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.174848423605497,628392,14,1625,197920,197920,3.174979789814066,16,3.0,1,72,245.069083,1.278656,55.080427,188.71
628616,632311,seed=632414 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.318729308296899,628616,15,10719,197845,197845,3.1773155753241173,16,3,1,94,247.554828,1.331631,57.391795,188.831402
628237,632311,seed=632415 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.426786111504318,628237,15,8786,197804,197804,3.1760581181371457,17,3.0,1,104,245.886609,1.29532,56.150876,188.440413
628499,632311,seed=632416 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.210110839676163,628499,13,6727,198124,198124,3.1722507116755163,16,3.0,1,97,246.200956,1.28541,56.27705,188.638496
628744,632311,seed=632417 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.214678380859198,628744,15,2091,198278,198278,3.1710225037573507,15,3.0,1,90,244.758642,1.321686,54.860759,188.576197
628468,632311,seed=632418 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.185355709927294,628468,13,2500,197647,197647,3.1797497558779035,15,3,1,84,244.231744,1.287472,54.404876,188.539396
628678,632311,seed=632419 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.423777482318802,628678,14,11553,197809,197809,3.178207260539207,17,3,1,94,250.717846,1.433392,55.181298,194.103156
628385,632311,seed=632420 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.178714940532682,628385,12,1449,198092,198092,3.172187670375381,17,3.0,1,81,244.838529,1.341453,55.306416,188.19066
