n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
189173,287807,seed=287907 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.604589908785478,189173,93,23303,133641,133641,1.415531161844045,6,1,1,305,195.88036,0.433978,12.074594,183.371788
184838,287807,seed=287908 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.659991521177785,184838,97,9317,129735,129735,1.4247350368057965,6,1,1,333,175.439878,0.405693,11.515806,163.518379
190245,287807,seed=287909 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.719787021432087,190245,102,20955,134098,134098,1.4187012483407657,6,1.0,1,334,196.132792,0.450992,12.215,183.4668
198666,287807,seed=287910 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.113845589065853,198666,107,25848,141648,141648,1.402533039647577,7,1.0,1,349,197.585153,0.503957,13.343016,183.73818
198294,287807,seed=287911 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.177007144672559,198294,101,48917,141644,141644,1.3999463443562734,7,1.0,1,328,197.509446,0.471977,13.302,183.735469
188742,287807,seed=287912 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.613658947875576,188742,86,24369,132836,132836,1.4208648258002348,7,1.0,1,288,196.003553,0.425881,11.984559,183.593113
205562,287807,seed=287913 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.154572383103621,205562,88,51453,147866,147866,1.3901911189861091,6,1.0,1,276,205.072349,0.505944,14.473259,190.093146
208264,287807,seed=287914 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.178106738342628,208264,108,44496,149562,149562,1.3924927454834783,7,1.0,1,329,199.196684,0.515182,14.746708,183.934794
188768,287807,seed=287915 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.678421973960016,188768,90,31168,133103,133103,1.41820995770193,7,1,1,312,196.001249,0.44034,11.985932,183.574977
200145,287807,seed=287916 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.082893576517686,200145,95,39131,142882,142882,1.4007712657997509,6,1.0,1,303,197.70573,0.466624,13.540095,183.699011
