n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
126763,170300,seed=170400 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.066974495240999,126763,77,39453,91826,91826,1.380469583778015,6,1.0,1,247,162.655426,0.288698,5.887423,156.479305
150743,170300,seed=170401 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.9792486456918,150743,77,71645,113342,113342,1.3299835894902154,6,1.0,1,245,192.385129,0.368464,8.34738,183.669285
110660,170300,seed=170402 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.511783819884153,110660,72,8647,77861,77861,1.4212506903327724,6,1,1,222,79.356962,0.244499,4.466991,74.645472
117528,170300,seed=170403 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.256307688633623,117528,90,29283,83747,83747,1.4033696729435083,6,1,1,253,127.166448,0.285674,5.058992,121.821782
118873,170300,seed=170404 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.377549336288402,118873,94,20266,84826,84826,1.4013745785490297,6,1.0,1,268,128.535544,0.265231,5.180582,123.089731
125821,170300,seed=170405 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.899624817084575,125821,76,51880,90889,90889,1.3843369384634003,6,1,1,225,188.180276,0.284989,5.772978,182.122309
112820,170300,seed=170406 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.532960206809141,112820,76,10121,79687,79687,1.4157892755405523,7,1,1,243,80.756636,0.232387,4.637504,75.886745
110601,170300,seed=170407 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.843230920943099,110601,79,14426,78083,78083,1.416454285824059,7,1,1,252,94.723136,0.240187,4.462682,90.020267
127045,170300,seed=170408 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.658376267693476,127045,88,34675,92195,92195,1.3780031455068062,6,1,1,273,188.692851,0.304083,5.938554,182.450214
115750,170300,seed=170409 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.0218530724422665,115750,83,19315,82231,82231,1.40761999732461,6,1,1,247,111.869235,0.268526,4.908726,106.691983
