n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
169418,170300,seed=170400 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.296635741729922,169418,14,2776,53355,53355,3.1752975353762536,16,3,1,86,82.157064,0.304019,4.450189,77.402856
169353,170300,seed=170401 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.50382509562739,169353,13,5491,53332,53332,3.1754481362034053,16,3.0,1,69,186.730642,0.307844,4.457059,181.965739
169138,170300,seed=170402 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.1172188660838245,169138,12,843,53302,53302,3.1732017560316685,16,3.0,1,78,51.802241,0.282254,4.445525,47.074462
169140,170300,seed=170403 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.249058935895275,169140,14,2085,53397,53397,3.167593685038485,16,3,1,79,68.686439,0.287605,4.489579,63.909255
169267,170300,seed=170404 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.389428303655108,169267,14,1581,53350,53350,3.172764761012184,16,3.0,1,87,69.881756,0.298463,4.466336,65.116957
169276,170300,seed=170405 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.245929894898552,169276,13,3600,53377,53377,3.1713284748112485,14,3,1,80,88.412642,0.291957,4.459853,83.660832
169320,170300,seed=170406 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.190223925458371,169320,13,930,53232,53232,3.180793507664563,15,3.0,1,68,55.987512,0.283659,4.469393,51.23446
169125,170300,seed=170407 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.210029698131649,169125,12,1236,53202,53202,3.1789218450434196,16,3.0,1,69,57.329849,0.289309,4.520015,52.520525
169380,170300,seed=170408 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.445598092412835,169380,13,2420,53261,53261,3.180188130151518,14,3,1,83,89.453423,0.289134,4.413967,84.750322
169300,170300,seed=170409 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.233601884217807,169300,12,1523,53497,53497,3.16466343907135,14,3,1,69,63.819773,0.268482,4.487755,59.063536
