n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
806769,822004,seed=822104 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4230540262022355,806769,15,4682,243567,243567,3.3123083176292356,16,3,1,61,278.093642,1.622394,86.087514,190.383734
803265,822004,seed=822105 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.331217741338009,803265,14,3981,242958,242958,3.306188723976984,15,3.0,1,50,275.505118,1.627913,84.990615,188.88659
808560,822004,seed=822106 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.439800522441225,808560,15,3741,244238,244238,3.3105413572007634,16,3.0,1,63,280.018385,1.573104,89.318307,189.126974
805675,822004,seed=822107 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.3436864735668435,805675,14,8501,243501,243501,3.3087133112389684,17,3,1,54,280.001101,1.626925,87.061724,191.312452
808426,822004,seed=822108 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4614144027245075,808426,17,2033,244301,244301,3.30913913573829,18,3,1,67,278.559313,1.646082,87.647487,189.265744
805312,822004,seed=822109 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.342120621768473,805312,16,1443,243306,243306,3.3098731638348418,16,3.0,1,55,282.635847,1.653725,91.640816,189.341306
807449,822004,seed=822110 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.481113206000492,807449,15,5322,243980,243980,3.3094884826625135,17,3.0,1,65,282.096133,1.829565,89.334384,190.932184
803533,822004,seed=822111 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.326127076192987,803533,16,2056,242752,242752,3.3100983720010544,17,3.0,1,63,275.826234,1.608395,84.945622,189.272217
804629,822004,seed=822112 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4449191709631695,804629,15,9350,243415,243415,3.305585111846024,16,3,1,67,277.157498,1.682952,86.230045,189.244501
808485,822004,seed=822113 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.426823731517271,808485,15,5973,244485,244485,3.3068899932511195,16,3,1,64,279.805284,1.617483,89.178156,189.009645
