n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
477020,486393,seed=486493 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.634592392956291,477020,34,11137,197396,197396,2.4165636588380717,12,2.0,1,321,232.024749,1.17975,42.112817,188.732182
477747,486393,seed=486494 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.085726721088298,477747,33,19384,197593,197593,2.417833627709484,13,2,1,388,231.572187,1.150046,41.797831,188.62431
478054,486393,seed=486495 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.065096394288942,478054,36,5869,198352,198352,2.4101294668064854,14,2.0,1,425,231.929908,1.129184,42.084499,188.716225
477980,486393,seed=486496 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.949109839573815,477980,33,14185,197661,197661,2.4181806223787192,13,2,1,363,240.824792,1.241699,42.471493,197.1116
477527,486393,seed=486497 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.105830353846699,477527,35,24978,197741,197741,2.4149114245401813,12,2,1,460,231.947313,1.177837,42.104881,188.664595
477863,486393,seed=486498 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.034200540911476,477863,35,14412,198184,198184,2.4112087756832037,12,2.0,1,384,232.155086,1.193818,42.074446,188.886822
477948,486393,seed=486499 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.170230578362348,477948,37,13502,198284,198284,2.41042141574711,14,2.0,1,383,232.304751,1.174405,42.364837,188.765509
478353,486393,seed=486500 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.387248626581322,478353,34,20439,198410,198410,2.410931908673958,13,2.0,1,390,232.265182,1.194683,42.240717,188.829782
477813,486393,seed=486501 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.215550275516911,477813,42,9195,197810,197810,2.4155148880238615,13,2.0,1,402,232.394955,1.1617,41.957749,189.275506
479136,486393,seed=486502 alpha=0.75 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.686013311081174,479136,40,62355,198932,198932,2.408541612209197,13,2.0,1,451,233.250003,1.257305,42.764306,189.228392
