n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
153337,221390,seed=221490 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.303260351340448,153337,98,10411,109068,109068,1.4058844023911687,6,1.0,1,295,172.746861,0.361514,8.206364,164.178983
151235,221390,seed=221491 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.987616674723886,151235,86,34566,107564,107564,1.406000148748652,6,1.0,1,265,182.919568,0.347084,8.032309,174.540175
144693,221390,seed=221492 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.579056246752356,144693,85,12440,101997,101997,1.418600547074914,7,1,1,254,129.231109,0.312801,7.329284,121.589024
163311,221390,seed=221493 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.888365768675109,163311,79,70548,117670,117670,1.3878728647913656,6,1.0,1,249,192.66064,0.379653,9.333778,182.947209
142508,221390,seed=221494 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.2826867167919795,142508,75,13955,99750,99750,1.4286516290726816,6,1.0,1,244,128.856439,0.2986,7.070908,121.486931
160962,221390,seed=221495 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.166276710554716,160962,82,57567,115825,115825,1.3896999784157134,8,1,1,261,192.370133,0.373121,9.116599,182.880413
159309,221390,seed=221496 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.328900523560209,159309,91,56344,114600,114600,1.3901308900523561,6,1.0,1,305,192.171602,0.379354,8.882376,182.909872
138360,221390,seed=221497 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.211654248318601,138360,70,12260,96497,96497,1.4338269583510368,6,1,1,255,101.390599,0.307451,6.733201,94.349947
157343,221390,seed=221498 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.5434950920627575,157343,82,59334,112369,112369,1.4002349402415257,6,1,1,261,191.740648,0.365029,8.646347,182.729272
136664,221390,seed=221499 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.1030819396234355,136664,78,9903,95070,95070,1.4375092037446093,7,1.0,1,243,92.196252,0.27167,6.544657,85.379925
