n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
367068,374148,seed=374248 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.415463294518756,367068,15,2602,110869,110869,3.310826290486971,16,3,1,59,105.617621,0.688103,18.509557,86.419961
364688,374148,seed=374249 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.413093984825934,364688,15,1786,110188,110188,3.3096888953425054,15,3.0,1,61,118.695536,0.664304,18.125926,99.905306
368783,374148,seed=374250 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.921470005469037,368783,15,30811,111537,111537,3.306373669723948,14,3,1,63,203.476442,0.717181,18.669982,184.089279
366503,374148,seed=374251 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.287861563723633,366503,14,1496,110838,110838,3.3066547573936735,17,3.0,1,55,112.344565,0.710037,18.324936,93.309592
366876,374148,seed=374252 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.420118770419307,366876,14,2557,110802,110802,3.3110954675908375,16,3.0,1,56,126.624603,0.677991,18.544643,107.401969
366601,374148,seed=374253 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.499200606996721,366601,15,2224,110709,110709,3.3113929310173518,15,3,1,61,130.584317,0.862018,18.42962,111.292679
366867,374148,seed=374254 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.354591123497209,366867,15,1137,110877,110877,3.308774588057036,15,3,1,56,114.760293,0.697973,18.460599,95.601721
366818,374148,seed=374255 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4588950186450935,366818,17,12371,110753,110753,3.3120366942656183,15,3,1,57,203.229979,0.71024,18.8356,183.684139
366482,374148,seed=374256 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.456269576913009,366482,14,2721,110781,110781,3.308166562858252,15,3,1,60,123.663077,0.65015,18.382451,104.630476
367947,374148,seed=374257 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.8557376754389905,367947,17,19587,111221,111221,3.308251139622913,15,3,1,68,203.19327,0.669992,18.419574,184.103704
