n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
130222,131000,seed=131100 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.201753531417438,130222,11,781,41060,41060,3.171505114466634,14,3.0,1,77,39.573954,0.221242,2.745202,36.60751
129945,131000,seed=131101 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.076442600951568,129945,12,825,40985,40985,3.170550201293156,16,3,1,72,36.690179,0.212414,2.758631,33.719134
130219,131000,seed=131102 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.065589284414355,130219,14,501,41211,41211,3.159811700759506,15,3,1,70,33.712724,0.196651,2.767769,30.748304
130286,131000,seed=131103 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.1074521283083305,130286,11,800,40995,40995,3.1780948896206853,16,3,1,69,36.706995,0.201466,2.770466,33.735063
130350,131000,seed=131104 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.765834466679619,130350,16,3353,41176,41176,3.1656790363318437,14,3.0,1,101,89.065317,0.218213,2.769766,86.077338
130205,131000,seed=131105 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.226118912604346,130205,14,815,41089,41089,3.1688529776825916,15,3,1,93,40.035931,0.193531,2.751298,37.091102
130204,131000,seed=131106 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.232773497314246,130204,13,1422,41143,41143,3.164669567119559,15,3,1,91,43.019312,0.199515,2.810385,40.009412
130386,131000,seed=131107 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.241493614117188,130386,12,1770,41028,41028,3.1779760163790582,14,3.0,1,79,44.219218,0.199846,2.744941,41.274431
130340,131000,seed=131108 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.542039007523923,130340,14,2787,41069,41069,3.1736833134480995,15,3,1,96,67.424916,0.1999,2.786067,64.438949
130198,131000,seed=131109 alpha=0.95 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.2565452683925695,130198,11,1980,41022,41022,3.1738579298912777,15,3.0,1,72,52.484852,0.19615,2.772788,49.515914
