n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
127863,131000,seed=131100 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.333298824990941,127863,13,738,38638,38638,3.3092551374294734,13,3.0,1,57,25.280799,0.20886,2.60164,22.470299
127645,131000,seed=131101 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.238408529450006,127645,12,759,38455,38455,3.3193342868287607,17,3,1,46,24.099347,0.19555,2.545434,21.358363
128425,131000,seed=131102 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.206663076094483,128425,13,460,38991,38991,3.293708804595932,14,3,1,44,23.812062,0.198015,2.581139,21.032908
128797,131000,seed=131103 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.230994904524165,128797,11,719,38858,38858,3.3145555612743838,15,3.0,1,40,24.769618,0.195778,2.597368,21.976472
129367,131000,seed=131104 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.887632148770857,129367,18,3104,39255,39255,3.2955547064068273,15,3,1,64,39.560412,0.21189,2.645897,36.702625
127774,131000,seed=131105 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.379174801509827,127774,18,747,38415,38415,3.3261486398542237,14,3,1,56,24.488378,0.198202,2.544757,21.745419
128012,131000,seed=131106 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.365989481282871,128012,15,1294,38788,38788,3.3002990615654326,15,3.0,1,60,25.380174,0.198347,2.577474,22.604353
129160,131000,seed=131107 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.393485576305582,129160,13,1625,38929,38929,3.317835033008811,16,3,1,53,25.867195,0.190426,2.612998,23.063771
129009,131000,seed=131108 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.649164555666436,129009,15,2550,39081,39081,3.301067014661856,15,3,1,72,34.323961,0.201067,2.618062,31.504832
128357,131000,seed=131109 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.451047599412417,128357,13,1837,38803,38803,3.3079143365203723,16,3,1,51,28.756942,0.188185,2.571079,25.997678
