n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
166491,170300,seed=170400 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.648302636063242,166491,38,12609,67487,67487,2.467008460888764,13,2,1,188,188.152599,0.319894,5.452048,182.380657
167427,170300,seed=170401 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.473101056560521,167427,34,25554,68051,68051,2.4603165273103995,12,2,1,165,188.236075,0.361413,5.558136,182.316526
165689,170300,seed=170402 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.112261954510178,165689,34,3174,67004,67004,2.4728225180586234,12,2.0,1,173,102.599174,0.328355,5.442659,96.82816
165933,170300,seed=170403 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.502939604489578,165933,39,9397,67356,67356,2.4635221806520575,13,2.0,1,187,181.823046,0.313276,5.542419,175.967351
166198,170300,seed=170404 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.807981827090106,166198,44,6594,67353,67353,2.4675664038721363,12,2,1,196,163.878386,0.340352,5.515583,158.022451
166019,170300,seed=170405 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.575717976894063,166019,38,16976,67342,67342,2.4653113955629475,13,2.0,1,168,188.256754,0.320105,5.576303,182.360346
166031,170300,seed=170406 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.142031182651863,166031,36,3629,67281,67281,2.4677249149091125,13,2,1,169,110.798742,0.333815,5.469341,104.995586
165275,170300,seed=170407 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.301007443723655,165275,34,4968,66902,66902,2.470404472213088,14,2.0,1,184,121.462381,0.334943,5.395161,115.732277
166727,170300,seed=170408 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,9.048445108864582,166727,39,11068,67561,67561,2.4677994701084947,12,2,1,205,188.245517,0.32327,5.500799,182.421448
165935,170300,seed=170409 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.499761620977354,165935,38,6393,67120,67120,2.472213945172825,12,2.0,1,186,146.38275,0.306771,5.496485,140.579494
