n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
216600,221390,seed=221490 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.838161023666629,216600,46,3688,88310,88310,2.4527233608877816,12,2.0,1,261,192.821794,0.470337,9.123799,183.227658
216319,221390,seed=221491 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.585141354372123,216319,34,10616,88218,88218,2.4520959441383843,12,2.0,1,211,192.752376,0.465628,9.043002,183.243746
216141,221390,seed=221492 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.32491859449279,216141,41,4290,88139,88139,2.452274248630005,12,2,1,221,192.703695,0.460557,9.099318,183.14382
216644,221390,seed=221493 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.816334850852755,216644,34,22290,88302,88302,2.4534438631061586,13,2.0,1,212,192.836035,0.430409,9.038526,183.3671
215681,221390,seed=221494 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.0765875049832,215681,29,4778,87795,87795,2.4566433168175865,12,2,1,196,192.398638,0.422709,8.995222,182.980707
216525,221390,seed=221495 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.832153175097718,216525,38,17716,88265,88265,2.4531241148813234,12,2,1,202,199.591186,0.456828,9.077775,190.056583
216675,221390,seed=221496 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.98976565153402,216675,37,17261,88330,88330,2.4530170949847165,12,2.0,1,243,192.894032,0.47112,9.065388,183.357524
215571,221390,seed=221497 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.980811858453354,215571,27,4252,87971,87971,2.4504779984313014,12,2,1,195,173.216737,0.441779,9.019018,163.75594
216508,221390,seed=221498 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.464615524243868,216508,35,18274,88146,88146,2.45624305130125,12,2.0,1,208,192.475962,0.456919,9.036196,182.982847
215430,221390,seed=221499 alpha=0.75 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.954732745140562,215430,29,3570,87613,87613,2.4588816728111125,15,2,1,196,153.766013,0.456356,8.923827,144.38583
