n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
280262,287807,seed=287907 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.1343920193172,280262,36,7138,113474,113474,2.4698344995329324,13,2.0,1,204,199.190459,0.582003,14.572058,184.036398
280058,287807,seed=287908 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.151971338816137,280058,40,3199,113324,113324,2.471303519113339,12,2.0,1,208,199.431419,0.641105,14.675724,184.11459
279753,287807,seed=287909 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.266683176636034,279753,39,6473,113063,113063,2.474310782484102,14,2,1,213,199.233226,0.623401,14.473296,184.136529
280697,287807,seed=287910 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.568115431990146,280697,43,7793,113660,113660,2.469619919056836,14,2.0,1,238,199.656648,0.625171,14.742045,184.289432
280369,287807,seed=287911 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.492378142750209,280369,43,13873,113555,113555,2.4690150147505614,13,2,1,224,199.343976,0.581266,14.637473,184.125237
279686,287807,seed=287912 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.173149243454157,279686,44,7360,113278,113278,2.4690231112837444,12,2.0,1,214,199.466671,0.602178,14.631331,184.233162
280947,287807,seed=287913 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.607846409218258,280947,41,14568,113861,113861,2.467455933111425,14,2,1,191,199.693164,0.627874,14.840976,184.224314
281239,287807,seed=287914 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.61939114504352,281239,44,12654,114083,114083,2.4652139231962695,12,2,1,227,199.554996,0.623585,14.751616,184.179795
280355,287807,seed=287915 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.200822493248848,280355,34,9065,113314,113314,2.474142647863459,12,2.0,1,195,199.721613,0.624248,14.936315,184.16105
280200,287807,seed=287916 alpha=0.75 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,8.469639050857012,280200,45,11165,113534,113534,2.467983159229834,12,2.0,1,201,199.33976,0.626992,14.540871,184.171897
