n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
603622,822004,seed=822104 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.791481170087154,603622,119,134053,435318,435318,1.3866231122995143,6,1.0,1,787,364.552306,1.830622,115.533639,247.188045
559813,822004,seed=822105 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.150693563958368,559813,112,110845,396719,396719,1.4111071060372706,6,1,1,802,291.258552,1.521059,97.536835,192.200658
598578,822004,seed=822106 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.952425500897216,598578,126,102542,430777,430777,1.3895310102442795,7,1,1,790,362.807527,1.72299,112.575636,248.508901
603447,822004,seed=822107 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.089746393409037,603447,107,255719,434413,434413,1.3891089815452116,7,1,1,795,385.995213,1.683954,115.640193,268.671066
582063,822004,seed=822108 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.797733074841162,582063,130,45435,416776,416776,1.3965847361652302,7,1.0,1,845,301.736538,1.673052,106.539469,193.524017
547922,822004,seed=822109 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.152105616700253,547922,119,27789,387060,387060,1.415599648633287,7,1.0,1,805,287.534302,1.449554,93.353039,192.731709
619899,822004,seed=822110 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.813353626787359,619899,120,157972,449406,449406,1.3793741071547776,6,1.0,1,795,436.814303,2.041679,124.982051,309.790573
558307,822004,seed=822111 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.261809479860906,558307,113,45449,396567,396567,1.407850375850739,7,1,1,774,291.512296,1.768726,97.406347,192.337223
637517,822004,seed=822112 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.615751015699022,637517,118,276835,465443,465443,1.3696994046532014,8,1,1,614561,320.260847,1.893582,132.06671,186.300555
618756,822004,seed=822113 alpha=0.55 t=0.2 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.728497681531725,618756,126,179308,449219,449219,1.3774038943143545,7,1,1,595729,310.765728,1.856681,123.004578,185.904469
