n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
600049,822004,seed=822104 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.770316771779648,600049,158,133820,432709,432709,1.386726414287662,7,1,1,566,355.554877,1.76198,114.414958,239.377939
555232,822004,seed=822105 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.123732189678652,555232,147,110768,393592,393592,1.4106790788430659,7,1.0,1,559,289.431708,1.605443,96.110756,191.715509
594246,822004,seed=822106 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.573733446555269,594246,156,106810,427479,427479,1.3901174092762452,7,1,1,560,307.480954,1.750325,111.594854,194.135775
598445,822004,seed=822107 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.085179925012842,598445,144,255566,430207,430207,1.3910629069262006,7,1,1,556,374.669333,1.766201,113.706814,259.196318
578104,822004,seed=822108 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.7664476227290296,578104,177,45331,413920,413920,1.3966563587166603,7,1.0,1,636,299.910533,1.631563,105.133042,193.145928
543531,822004,seed=822109 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.124226789355934,543531,161,27781,383951,383951,1.415625952269951,7,1,1,558,286.074986,1.510938,91.897837,192.666211
616474,822004,seed=822110 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.750184612492784,616474,157,158197,446882,446882,1.379500628801339,6,1.0,1,555,420.481407,1.776208,120.66364,298.041559
554472,822004,seed=822111 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.249096354959894,554472,162,45596,393960,393960,1.407432226621992,7,1.0,1,543,289.780132,1.549527,95.935487,192.295118
633457,822004,seed=822112 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.6016893200941205,633457,155,276494,461961,461961,1.3712348012061624,7,1,1,610095,316.027775,1.839573,127.779084,186.409118
614716,822004,seed=822113 alpha=0.55 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,7.675353125377988,614716,165,179288,446442,446442,1.376922422173541,7,1.0,1,599,446.634844,1.82453,121.22255,323.587764
