n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
476321,486393,seed=486493 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.201445850132073,476321,16,1996,143860,143860,3.3110037536493815,15,3.0,1,52,164.180763,0.933912,30.797614,132.449237
477180,486393,seed=486494 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.3209017302573205,477180,13,3185,144256,144256,3.30786934338953,17,3.0,1,52,179.754786,0.92009,30.614941,148.219755
478521,486393,seed=486495 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.405194661808747,478521,15,1173,144918,144918,3.302012172400944,17,3.0,1,54,171.42806,0.91092,30.91379,139.60335
477702,486393,seed=486496 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.352728331392447,477702,17,2475,144264,144264,3.311304275494926,16,3.0,1,59,173.641933,0.967076,31.126974,141.547883
476278,486393,seed=486497 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.389866555462886,476278,15,4006,143880,143880,3.3102446483180428,17,3.0,1,60,177.170728,0.897824,30.377286,145.895618
477576,486393,seed=486498 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.37844640992483,477576,14,2510,144607,144607,3.302578713340295,17,3,1,51,172.898317,0.94375,31.23144,140.723127
478198,486393,seed=486499 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.407264585147407,478198,14,2386,144702,144702,3.3047089881273237,15,3.0,1,58,176.376213,0.958721,30.95002,144.467472
477460,486393,seed=486500 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.398869790440311,477460,15,3371,144398,144398,3.3065554924583442,16,3.0,1,55,190.844756,0.926677,30.651755,159.266324
475592,486393,seed=486501 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.4333419117902775,475592,15,1747,143771,143771,3.307982833812104,17,3,1,60,172.176588,0.956578,30.610264,140.609746
478540,486393,seed=486502 alpha=0.95 t=0.0 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.489308080563975,478540,17,9531,144829,144829,3.304172506887433,16,3,1,62,216.933207,0.930277,30.857943,185.144987
