n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
75327,77515,seed=77615 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,7.543641712978097,75327,21,1687,30590,30590,2.462471395881007,12,2.0,1,128,27.353077,0.197681,0.117837,27.037559
76635,77515,seed=77616 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,10.280595685101508,76635,32,19363,31426,31426,2.4385858842996244,11,2.0,1,158,181.322354,0.207511,0.141821,180.973022
75529,77515,seed=77617 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,7.780159295473678,75529,22,2831,30886,30886,2.445412160849576,10,2.0,1,134,35.580998,0.197868,0.116843,35.266287
76139,77515,seed=77618 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,9.314957831130643,76139,28,13671,30947,30947,2.4603030988464147,12,2,1,132,181.230672,0.201368,0.128771,180.900533
75916,77515,seed=77619 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.713838002003166,75916,26,4648,30951,30951,2.4527802009628124,13,2,1,154,83.229415,0.196788,0.124572,82.908055
75661,77515,seed=77620 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.675413022351798,75661,28,9004,30870,30870,2.4509556203433753,13,2.0,1,149,124.427588,0.199731,0.124812,124.103045
75754,77515,seed=77621 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.574810024252223,75754,28,5201,30925,30925,2.449603880355699,11,2,1,140,85.290922,0.210718,0.149478,84.930726
75491,77515,seed=77622 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,7.861047538089322,75491,25,2143,30586,30586,2.4681553651997645,11,2.0,1,145,36.348172,0.196743,0.117405,36.034024
76881,77515,seed=77623 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,9.068158053170253,76881,22,28050,31559,31559,2.436103805570519,12,2,1,132,181.22303,0.203679,0.137056,180.882295
75731,77515,seed=77624 alpha=0.75 t=0.1 coords=True,partition:max_radius weighted_treewidth:htd,8.472720212283994,75731,29,4543,30902,30902,2.450682803702026,11,2.0,1,174,63.949254,0.19817,0.125044,63.62604
