n,orig_n,girg_options,spec,contraction:avg_deg,contraction:in_n,contraction:largest_clique,contraction:max_deg,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,weighted_treewidth:treewidth,time_total,time_partition,time_contraction,time_weighted_treewidth
26600,27140,seed=27240 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,9.003243443610415,26600,26,4238,10791,10791,2.4650171439162265,10,2,1,107,13.014444,0.067297,0.038684,12.908463
26376,27140,seed=27241 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.155212716222534,26376,25,1729,10695,10695,2.4661991584852734,11,2,1,114,8.297742,0.071608,0.037798,8.188336
26483,27140,seed=27242 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.140298507462687,26483,22,1694,10720,10720,2.470429104477612,10,2.0,1,95,8.02477,0.06682,0.036574,7.921376
26535,27140,seed=27243 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.112002986746313,26535,24,1458,10714,10714,2.4766660444278514,12,2.0,1,97,8.159498,0.066363,0.036887,8.056248
26119,27140,seed=27244 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,7.5403279310018005,26119,20,1050,10551,10551,2.475499952611127,12,2,1,89,5.947322,0.068625,0.03695,5.841747
26632,27140,seed=27245 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.598981009726725,26632,30,3245,10795,10795,2.4670680870773505,11,2,1,116,10.643802,0.065203,0.037415,10.541184
26629,27140,seed=27246 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.912358717806189,26629,25,6245,10794,10794,2.4670187141004263,12,2.0,1,89,16.418829,0.069055,0.038322,16.311452
26460,27140,seed=27247 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,7.782971932788886,26460,22,1537,10653,10653,2.483807378203323,10,2,1,91,7.077061,0.067298,0.037499,6.972264
26040,27140,seed=27248 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,7.201716738197425,26040,20,854,10485,10485,2.4835479256080113,10,2,1,72,5.606806,0.06739,0.035127,5.504289
26337,27140,seed=27249 alpha=0.75 t=0.0 coords=True,partition:max_radius weighted_treewidth:htd,8.555868016497937,26337,24,2145,10668,10668,2.468785151856018,11,2.0,1,106,9.157875,0.065824,0.038389,9.053662
