n,orig_n,girg_options,spec,algo:contraction:avg_deg,algo:contraction:in_n,algo:contraction:largest_clique,algo:contraction:max_deg,algo:contraction:out_n,algo:partition:amount,algo:partition:average,algo:partition:largest,algo:partition:median,algo:partition:smallest,algo:weighted_treewidth:treewidth,time_total,time_contraction,time_partition,time_weighted_treewidth
624862,632311,seed=632411 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.73794417900316,624862,15,12223,191505,191505,3.2629017519124828,17,3,1,66,242.318144,1.28481,53.529357,187.503977
623546,632311,seed=632412 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.473385863073409,623546,13,3101,190876,190876,3.2667595716590876,17,3.0,1,59,243.288935,1.252481,55.110071,186.926383
623190,632311,seed=632413 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.521455741965231,623190,14,1516,190858,190858,3.2652024017856207,17,3.0,1,55,242.280108,1.256893,53.317262,187.705953
624572,632311,seed=632414 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.686676734625388,624572,15,10023,190704,190704,3.2750859971474116,16,3.0,1,69,244.629294,1.283972,53.096048,190.249274
624463,632311,seed=632415 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.750903434622757,624463,15,8278,190938,190938,3.2705014193088857,16,3.0,1,78,243.831082,1.274634,53.909561,188.646887
623415,632311,seed=632416 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.55919653984312,623415,14,6352,190974,190974,3.264397247792893,16,3.0,1,67,243.3991,1.282506,55.001901,187.114693
622378,632311,seed=632417 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.580846783724021,622378,17,1990,190391,190391,3.2689465363383774,16,3,1,66,242.682754,1.24585,53.966616,187.470288
618922,632311,seed=632418 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.540389088602241,618922,13,2355,189160,189160,3.2719496722351447,15,3.0,1,62,241.762201,1.239505,53.480847,187.041849
624574,632311,seed=632419 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.768772828986328,624574,16,10796,190821,190821,3.2730883917388547,16,3,1,70,241.323771,1.267134,52.32321,187.733427
624396,632311,seed=632420 alpha=0.95 t=0.1 coords=True,algo:pflattened algo.pflattened.partition:max_radius algo.pflattened.weighted_treewidth:htd,6.541975418549725,624396,14,1357,190957,190957,3.2698251438805594,16,3,1,58,242.127552,1.277138,53.690538,187.159876
